persistence,rho,seed,decision,persistence_upper,certified_persistence,rho_upper_before,gap,probes,collision_trials,collisions,cumulative_tv_bias,p_trials,jointly_covered_so_far,spent
0.9,0.5,20310239,2,0.9300600860649582,0.932,1.0,35,44,48,33,0.4353851017618724,3648,True,4128
0.9,0.5,20310239,3,0.9235361193536191,0.924,1.0,31,48,96,71,0.8694992262145318,5168,True,6128
0.9,0.5,20310239,4,0.9200806859342718,0.922,1.0,30,50,146,111,1.332236690245947,6668,True,8128
0.9,0.5,20310239,5,0.9183197651609794,0.92,1.0,29,51,197,150,1.8194966566706612,8158,True,10128
0.9,0.5,20310239,6,0.9199004133151338,0.92,0.9488879822804388,29,51,248,190,2.3067566230953824,9648,True,12128
0.9,0.5,20310239,7,0.9179119504869151,0.918,0.9191927855553801,28,52,300,225,2.8242089818600364,11128,True,14128
0.9,0.5,20310239,8,0.916133395050025,0.918,0.8574879937196005,28,52,352,267,3.3416613406246904,12608,True,16128
0.9,0.5,20310239,9,0.9135933905893892,0.914,0.8515699473682701,27,54,406,307,3.837458588911476,14068,True,18128
0.9,0.5,20310239,10,0.9119512091482318,0.912,0.8274076375472645,26,52,458,349,4.345854567720876,15420,True,20000
0.9,0.5,20310240,1,0.9687527531915219,0.97,1.0,81,21,21,16,0.20973296444053952,1918,True,2128
0.9,0.5,20310240,2,0.9268665585170115,0.928,1.0,33,46,67,49,0.6175668669594179,3458,True,4128
0.9,0.5,20310240,3,0.9208167851010152,0.922,1.0,30,50,117,82,1.0803043309908331,4958,True,6128
0.9,0.5,20310240,4,0.9175663460920405,0.918,0.9319247041117062,28,52,169,121,1.5977566897554756,6438,True,8128
0.9,0.5,20310240,5,0.9146447589480051,0.916,0.8867619850098081,28,52,221,160,2.0501828812723355,7918,True,10128
0.9,0.5,20310240,6,0.9145053117087665,0.916,0.8540183964962775,28,52,273,195,2.502609072789185,9398,True,12128
0.9,0.5,20310240,7,0.9138115527308548,0.914,0.7999660810511893,27,54,327,237,2.9984063210759704,10858,True,14128
0.9,0.5,20310240,8,0.9117733777676755,0.912,0.7938783975126766,26,55,382,281,3.536132837124357,12308,True,16128
0.9,0.5,20310240,9,0.9116970945370528,0.912,0.7940226811570965,26,55,437,319,4.073859353172748,13758,True,18128
0.9,0.5,20310240,10,0.9120840623994613,0.914,0.7652658815346569,27,50,487,355,4.532930879364238,15130,True,20000
0.9,0.5,20310241,1,0.9727229968352509,0.974,1.0,94,19,19,16,0.1882905698416368,1938,True,2128
0.9,0.5,20310241,2,0.9271936883179062,0.928,1.0,33,46,65,49,0.5961244723605152,3478,True,4128
0.9,0.5,20310241,3,0.9235997692853135,0.924,1.0,31,48,113,84,1.0302385968131742,4998,True,6128
0.9,0.5,20310241,4,0.9184187621264979,0.92,1.0,29,51,164,124,1.5174985632378883,6488,True,8128
0.9,0.5,20310241,5,0.9164509874610183,0.918,0.9723686428889453,28,52,216,163,2.0349509220025315,7968,True,10128
0.9,0.5,20310241,6,0.9156324616856966,0.916,0.9195206394204947,28,52,268,202,2.487377113519381,9448,True,12128
0.9,0.5,20310241,7,0.9138761172603411,0.914,0.8819766457627134,27,54,322,243,2.9831743618061664,10908,True,14128
0.9,0.5,20310241,8,0.9133898082026326,0.914,0.8560738786406439,27,54,376,282,3.4789716100929517,12368,True,16128
0.9,0.5,20310241,9,0.9128931897470347,0.914,0.8249535598561621,27,54,430,315,3.974768858379737,13828,True,18128
0.9,0.5,20310241,10,0.9125331585176009,0.914,0.7723344646014683,27,50,480,347,4.433840384571226,15200,True,20000
0.9,0.5,20310242,1,0.9835847716806565,0.984,1.0,155,12,12,8,0.11639997523231221,2008,True,2128
0.9,0.5,20310242,2,0.937483708773067,0.9380000000000001,1.0,38,41,53,35,0.5182196059222383,3598,True,4128
0.9,0.5,20310242,3,0.9331325456879751,0.934,1.0,36,43,96,71,0.9129220548581196,5168,True,6128
0.9,0.5,20310242,4,0.9255518819931885,0.926,1.0,32,47,143,107,1.33196269982432,6698,True,8128
0.9,0.5,20310242,5,0.9195176613920071,0.92,0.9840502625767593,29,51,194,146,1.819222666249034,8188,True,10128
0.9,0.5,20310242,6,0.9186074641563571,0.92,0.9342366883350359,29,51,245,181,2.3064826326737555,9678,True,12128
0.9,0.5,20310242,7,0.9167188218559241,0.918,0.8666913328472705,28,52,297,222,2.8239349914384095,11158,True,14128
0.9,0.5,20310242,8,0.9162768887528148,0.918,0.8541330322077498,28,52,349,263,3.3413873502030635,12638,True,16128
0.9,0.5,20310242,9,0.9143982048726269,0.916,0.8430479102359274,28,52,401,302,3.793813541719913,14118,True,18128
0.9,0.5,20310242,10,0.9143459009840362,0.916,0.8229782008363093,28,49,450,338,4.220138222187714,15500,True,20000
0.9,0.5,20310243,1,0.9765294187433833,0.978,1.0,112,16,16,14,0.15541580298721783,1968,True,2128
0.9,0.5,20310243,2,0.9287679012838259,0.93,1.0,34,45,61,49,0.5555918732374853,3518,True,4128
0.9,0.5,20310243,3,0.917592305131893,0.918,1.0,28,52,113,86,1.0730442320021327,4998,True,6128
0.9,0.5,20310243,4,0.9125567779595254,0.914,1.0,27,54,167,126,1.5688414802889301,6458,True,8128
0.9,0.5,20310243,5,0.9087444864662688,0.91,0.9659486749986628,26,55,222,167,2.0426622681410986,7908,True,10128
0.9,0.5,20310243,6,0.908970691300488,0.91,0.9096392215110682,26,55,277,208,2.516483055993267,9358,True,12128
0.9,0.5,20310243,7,0.9074248391392552,0.908,0.8707761921500756,25,57,334,250,3.046414980767375,10788,True,14128
0.9,0.5,20310243,8,0.908750052624177,0.91,0.838204950067065,26,55,389,292,3.520235768619543,12238,True,16128
0.9,0.5,20310243,9,0.9091792637909504,0.91,0.8212480051609545,26,55,444,334,3.9940565564717114,13688,True,18128
0.9,0.5,20310243,10,0.908999368921831,0.91,0.8071455809210633,26,52,496,372,4.442032574077398,15040,True,20000
0.9,0.5,20310244,1,0.9559839803502153,0.9560000000000001,1.0,55,30,30,22,0.2837452642598347,1828,True,2128
0.9,0.5,20310244,2,0.9198606213874514,0.92,1.0,29,51,81,59,0.7710052306845533,3318,True,4128
0.9,0.5,20310244,3,0.919307221850673,0.92,1.0,29,51,132,102,1.25826519710927,4808,True,6128
0.9,0.5,20310244,4,0.9162857451205022,0.918,1.0,28,52,184,144,1.7757175558739124,6288,True,8128
0.9,0.5,20310244,5,0.9140516738629405,0.916,1.0,28,52,236,186,2.2281437473907677,7768,True,10128
0.9,0.5,20310244,6,0.9123545652071916,0.914,0.9716190478613065,27,54,290,225,2.723940995677553,9228,True,12128
0.9,0.5,20310244,7,0.9126120798021444,0.914,0.9142799042427905,27,54,344,267,3.2197382439643385,10688,True,14128
0.9,0.5,20310244,8,0.9110601245859065,0.912,0.8898116991907865,26,55,399,303,3.7574647600127253,12138,True,16128
0.9,0.5,20310244,9,0.9100590531695398,0.912,0.8361149589684818,26,55,454,344,4.295191276061126,13588,True,18128
0.9,0.5,20310244,10,0.9086723535039798,0.91,0.8161858542474758,26,52,506,380,4.743167293666812,14940,True,20000
0.9,0.5,20310245,1,0.9835847716806565,0.984,1.0,155,12,12,8,0.11639997523231221,2008,True,2128
0.9,0.5,20310245,2,0.9241863973242488,0.926,1.0,32,47,59,44,0.5354406201985088,3538,True,4128
0.9,0.5,20310245,3,0.9152638758381928,0.916,1.0,28,52,111,86,0.9878668117153641,5018,True,6128
0.9,0.5,20310245,4,0.9145548359134745,0.916,1.0,28,52,163,124,1.440293003232225,6498,True,8128
0.9,0.5,20310245,5,0.9124524327472192,0.914,0.9819954487116611,27,54,217,159,1.9360902515190224,7958,True,10128
0.9,0.5,20310245,6,0.9104880937689095,0.912,0.873907247400123,26,55,272,203,2.4738167675674108,9408,True,12128
0.9,0.5,20310245,7,0.9097186315013077,0.91,0.8644695259969093,26,55,327,236,2.947637555419579,10858,True,14128
0.9,0.5,20310245,8,0.9099518898271557,0.91,0.7874516772334328,26,55,382,274,3.4214583432717474,12308,True,16128
0.9,0.5,20310245,9,0.9098544226776353,0.91,0.75677307647724,26,55,437,315,3.8952791311239157,13758,True,18128
0.9,0.5,20310245,10,0.9079500458040619,0.908,0.7461419445916417,25,53,490,357,4.3880228506506995,15100,True,20000
0.9,0.5,20310246,1,0.937298388079983,0.9380000000000001,1.0,38,41,41,26,0.40181963068992604,1718,True,2128
0.9,0.5,20310246,2,0.9231566004862948,0.924,1.0,31,48,89,63,0.8359337551425856,3238,True,4128
0.9,0.5,20310246,3,0.9203204001561058,0.922,1.0,30,50,139,107,1.2986712191740009,4738,True,6128
0.9,0.5,20310246,4,0.9188824510262177,0.92,1.0,29,51,190,147,1.785931185598715,6228,True,8128
0.9,0.5,20310246,5,0.9151410239172135,0.916,0.9802623440629747,28,52,242,186,2.23835737711557,7708,True,10128
0.9,0.5,20310246,6,0.9160114872750416,0.918,0.928015663495487,28,52,294,228,2.755809735880224,9188,True,12128
0.9,0.5,20310246,7,0.9129409160640922,0.914,0.9114636342606446,27,54,348,269,3.2516069841670094,10648,True,14128
0.9,0.5,20310246,8,0.9113412937726819,0.912,0.8818034019993808,26,55,403,308,3.7893335002153963,12098,True,16128
0.9,0.5,20310246,9,0.9104616435202246,0.912,0.8445067957786305,26,55,458,349,4.327060016263798,13548,True,18128
0.9,0.5,20310246,10,0.910149266754039,0.912,0.8236617376922855,26,52,510,384,4.835455995073205,14900,True,20000
0.9,0.5,20310247,1,0.9603725220436967,0.962,1.0,64,27,27,16,0.25731267594404805,1858,True,2128
0.9,0.5,20310247,2,0.9165069962515751,0.918,1.0,28,52,79,57,0.7747650347086963,3338,True,4128
0.9,0.5,20310247,3,0.918724568171591,0.92,1.0,29,51,130,98,1.262025001133413,4828,True,6128
0.9,0.5,20310247,4,0.9173945427973318,0.918,1.0,28,52,182,132,1.7794773598980556,6308,True,8128
0.9,0.5,20310247,5,0.9141813008795421,0.916,0.8920831453412545,28,52,234,166,2.2319035514149106,7788,True,10128
0.9,0.5,20310247,6,0.9148542297194848,0.916,0.8157577584457858,28,52,286,198,2.68432974293176,9268,True,12128
0.9,0.5,20310247,7,0.9153164486929366,0.916,0.7492718337312716,28,52,338,237,3.1367559344486096,10748,True,14128
0.9,0.5,20310247,8,0.9134875362465673,0.914,0.7421871774429909,27,54,392,277,3.632553182735395,12208,True,16128
0.9,0.5,20310247,9,0.912513917815599,0.914,0.7326355103935398,27,54,446,315,4.128350431022186,13668,True,18128
0.9,0.5,20310247,10,0.9123313295962012,0.914,0.715150675206079,27,50,496,358,4.587421957213676,15040,True,20000
0.9,0.5,20310248,1,0.9801562512971111,0.982,1.0,137,13,13,10,0.12840686886313343,1998,True,2128
0.9,0.5,20310248,2,0.9237980467263034,0.924,1.0,31,48,61,48,0.5625209933157949,3518,True,4128
0.9,0.5,20310248,3,0.9224460412686248,0.924,1.0,31,48,109,82,0.9966351177684538,5038,True,6128
0.9,0.5,20310248,4,0.9196200406776642,0.92,1.0,29,51,160,121,1.483895084193168,6528,True,8128
0.9,0.5,20310248,5,0.9165449729533299,0.918,0.9775120871010308,28,52,212,157,2.0013474429578104,8008,True,10128
0.9,0.5,20310248,6,0.9162913477084169,0.918,0.8946607543307217,28,52,264,200,2.5187998017224644,9488,True,12128
0.9,0.5,20310248,7,0.9157234939565859,0.916,0.8925534430246893,28,52,316,237,2.971225993239314,10968,True,14128
0.9,0.5,20310248,8,0.9158403648823696,0.916,0.8497752453409617,28,52,368,282,3.4236521847561634,12448,True,16128
0.9,0.5,20310248,9,0.9127755993301738,0.914,0.8605993868699704,27,54,422,328,3.919449433042949,13908,True,18128
0.9,0.5,20310248,10,0.913108926146476,0.914,0.864227245197335,27,50,472,364,4.378520959234435,15280,True,20000
0.9,0.5,20310249,1,0.9646320947113585,0.966,1.0,72,24,24,19,0.22607273597429578,1888,True,2128
0.9,0.5,20310249,2,0.9297827598495656,0.93,1.0,34,45,69,54,0.626248806224563,3438,True,4128
0.9,0.5,20310249,3,0.9203478702728951,0.922,1.0,30,50,119,85,1.0889862702559783,4938,True,6128
0.9,0.5,20310249,4,0.9188924479101968,0.92,0.95486473071222,29,51,170,123,1.5762462366806924,6428,True,8128
0.9,0.5,20310249,5,0.9155170005614202,0.916,0.9003795744399341,28,52,222,165,2.028672428197553,7908,True,10128
0.9,0.5,20310249,6,0.9146314356287457,0.916,0.8914951688989643,28,52,274,204,2.4810986197144023,9388,True,12128
0.9,0.5,20310249,7,0.9141177760461525,0.916,0.8596526857019038,28,52,326,248,2.9335248112312517,10868,True,14128
0.9,0.5,20310249,8,0.9141064129697756,0.916,0.8659097727566942,28,52,378,286,3.3859510027481012,12348,True,16128
0.9,0.5,20310249,9,0.9133624408517065,0.914,0.8368710285922727,27,54,432,331,3.8817482510348866,13808,True,18128
0.9,0.5,20310249,10,0.9128854108047313,0.914,0.8385147876795187,27,50,482,369,4.340819777226371,15180,True,20000
0.9,0.5,20310250,1,0.9646320947113585,0.966,1.0,72,24,24,14,0.22607273597429578,1888,True,2128
0.9,0.5,20310250,2,0.925676463101603,0.926,1.0,32,47,71,52,0.6451133809404921,3418,True,4128
0.9,0.5,20310250,3,0.9232823169959969,0.924,1.0,31,48,119,85,1.079227505393151,4938,True,6128
0.9,0.5,20310250,4,0.9194470188782207,0.92,0.9547007178573825,29,51,170,119,1.5664874718178652,6428,True,8128
0.9,0.5,20310250,5,0.9173851460467572,0.918,0.8532059419121361,28,52,222,158,2.0839398305825094,7908,True,10128
0.9,0.5,20310250,6,0.918043231018643,0.92,0.8289300103618917,29,51,273,193,2.571199797007235,9398,True,12128
0.9,0.5,20310250,7,0.91470831787025,0.916,0.7858165625472924,28,52,325,231,3.0236259885240844,10878,True,14128
0.9,0.5,20310250,8,0.9147912644442302,0.916,0.7670296848237825,28,52,377,272,3.476052180040934,12358,True,16128
0.9,0.5,20310250,9,0.9145787765205449,0.916,0.7674991464029111,28,52,429,308,3.9284783715577833,13838,True,18128
0.9,0.5,20310250,10,0.9131444139604001,0.914,0.7432416766841954,27,50,479,346,4.38754989774927,15210,True,20000
0.9,0.5,20310251,1,0.9801562512971111,0.982,1.0,137,13,13,11,0.12840686886313343,1998,True,2128
0.9,0.5,20310251,2,0.9294304943252585,0.93,1.0,34,45,58,46,0.5285829391134009,3548,True,4128
0.9,0.5,20310251,3,0.921595882471677,0.922,1.0,30,50,108,85,0.9913204031448162,5048,True,6128
0.9,0.5,20310251,4,0.9176090251698246,0.918,1.0,28,52,160,121,1.5087727619094586,6528,True,8128
0.9,0.5,20310251,5,0.9175356817129874,0.918,0.9778230580724843,28,52,212,154,2.0262251206741015,8008,True,10128
0.9,0.5,20310251,6,0.9141980180597289,0.916,0.8665935626110637,28,52,264,188,2.478651312190951,9488,True,12128
0.9,0.5,20310251,7,0.9127617714632141,0.914,0.801340196891875,27,54,318,226,2.9744485604777364,10948,True,14128
0.9,0.5,20310251,8,0.9116460909474384,0.912,0.7701387089826008,26,55,373,268,3.5121750765261233,12398,True,16128
0.9,0.5,20310251,9,0.9115060804590138,0.912,0.7633680117413495,26,55,428,304,4.049901592574512,13848,True,18128
0.9,0.5,20310251,10,0.9112239892299021,0.912,0.7288149432274404,26,52,480,345,4.558297571383919,15200,True,20000
0.9,0.5,20310252,1,0.9646320947113585,0.966,1.0,72,24,24,17,0.22607273597429578,1888,True,2128
0.9,0.5,20310252,2,0.923386379062507,0.924,1.0,31,48,72,55,0.6601868604269565,3408,True,4128
0.9,0.5,20310252,3,0.9143547438491082,0.916,1.0,28,52,124,90,1.112613051943813,4888,True,6128
0.9,0.5,20310252,4,0.912997436342114,0.914,0.9685343362618588,27,54,178,128,1.6084103002306105,6348,True,8128
0.9,0.5,20310252,5,0.9103557346425004,0.912,0.8823826726223503,26,55,233,167,2.1461368162790064,7798,True,10128
0.9,0.5,20310252,6,0.9095866414020883,0.91,0.8304893531894124,26,55,288,205,2.6199576041311747,9248,True,12128
0.9,0.5,20310252,7,0.908748019603941,0.91,0.7866274640100563,26,55,343,244,3.093778391983343,10698,True,14128
0.9,0.5,20310252,8,0.906564184635267,0.908,0.7599579156051361,25,57,400,288,3.623710316757451,12128,True,16128
0.9,0.5,20310252,9,0.9063975356055416,0.908,0.7562707506636761,25,57,457,339,4.153642241531552,13558,True,18128
0.9,0.5,20310252,10,0.9072792490104136,0.908,0.7827882584255854,25,53,510,379,4.64638596105833,14900,True,20000
0.9,0.5,20310253,1,0.9924306493116266,0.994,1.0,416,4,4,3,0.03954032173875217,2088,True,2128
0.9,0.5,20310253,2,0.9254933335830482,0.926,1.0,32,47,51,37,0.4585809667049489,3618,True,4128
0.9,0.5,20310253,3,0.9256171808599469,0.926,1.0,32,47,98,77,0.8776216116711452,5148,True,6128
0.9,0.5,20310253,4,0.9220717758829176,0.924,1.0,31,48,146,111,1.3117357361238042,6668,True,8128
0.9,0.5,20310253,5,0.9172109490786808,0.918,1.0,28,52,198,146,1.8291880948884467,8148,True,10128
0.9,0.5,20310253,6,0.9171753278393029,0.918,0.8998926732145089,28,52,250,186,2.3466404536530967,9628,True,12128
0.9,0.5,20310253,7,0.9172537303299715,0.918,0.8738037981483258,28,52,302,227,2.8640928124177507,11108,True,14128
0.9,0.5,20310253,8,0.9169117203410941,0.918,0.8599457825831736,28,52,354,264,3.3815451711824047,12588,True,16128
0.9,0.5,20310253,9,0.9147299464120233,0.916,0.8253770837883916,28,52,406,307,3.833971362699254,14068,True,18128
0.9,0.5,20310253,10,0.9153172981639122,0.916,0.8273904590930172,28,49,455,342,4.260296043167055,15450,True,20000
0.9,0.5,20310254,1,0.9646320947113585,0.966,1.0,72,24,24,18,0.22607273597429578,1888,True,2128
0.9,0.5,20310254,2,0.9229276328549778,0.924,1.0,31,48,72,57,0.6601868604269565,3408,True,4128
0.9,0.5,20310254,3,0.9201606995024747,0.922,1.0,30,50,122,94,1.1229243244583718,4908,True,6128
0.9,0.5,20310254,4,0.9163412625834462,0.918,1.0,28,52,174,134,1.6403766832230142,6388,True,8128
0.9,0.5,20310254,5,0.9151256346227796,0.916,0.9894565649577516,28,52,226,172,2.092802874739873,7868,True,10128
0.9,0.5,20310254,6,0.9125343725814237,0.914,0.9243510158252026,27,54,280,206,2.588600123026658,9328,True,12128
0.9,0.5,20310254,7,0.9113492504690945,0.912,0.8390562536570645,26,55,335,247,3.126326639075045,10778,True,14128
0.9,0.5,20310254,8,0.9101506369550554,0.912,0.8158214151567469,26,55,390,278,3.664053155123432,12228,True,16128
0.9,0.5,20310254,9,0.9089496207260281,0.91,0.7459512171657263,26,55,445,321,4.137873942975601,13678,True,18128
0.9,0.5,20310254,10,0.9078921732722591,0.908,0.7456591939301811,25,53,498,358,4.630617662502379,15020,True,20000
0.9,0.5,20310255,1,0.9727229968352509,0.974,1.0,94,19,19,12,0.1882905698416368,1938,True,2128
0.9,0.5,20310255,2,0.9263021567536445,0.928,1.0,33,46,65,45,0.5961244723605152,3478,True,4128
0.9,0.5,20310255,3,0.9207641426261559,0.922,1.0,30,50,115,83,1.0588619363919305,4978,True,6128
0.9,0.5,20310255,4,0.9188201787278134,0.92,0.97749137441141,29,51,166,126,1.5461219028166446,6468,True,8128
0.9,0.5,20310255,5,0.9160463560827381,0.918,0.9760315361840195,28,52,218,163,2.0635742615812886,7948,True,10128
0.9,0.5,20310255,6,0.9151833462983407,0.916,0.9041812844881745,28,52,270,204,2.516000453098138,9428,True,12128
0.9,0.5,20310255,7,0.9133933065989621,0.914,0.8845340711696672,27,54,324,248,3.0117977013849235,10888,True,14128
0.9,0.5,20310255,8,0.9121918801520565,0.914,0.876785788585595,27,54,378,283,3.507594949671709,12348,True,16128
0.9,0.5,20310255,9,0.9132095318767273,0.914,0.8216416314860484,27,54,432,323,4.003392197958495,13808,True,18128
0.9,0.5,20310255,10,0.9124739045881218,0.914,0.8020409170634246,27,50,482,363,4.462463724149985,15180,True,20000
0.9,0.5,20310256,1,0.9897522603044175,0.99,1.0,249,7,7,4,0.06862496666565955,2058,True,2128
0.9,0.5,20310256,2,0.930696271123691,0.932,1.0,35,44,51,42,0.46446974668877977,3618,True,4128
0.9,0.5,20310256,3,0.918665324322385,0.92,1.0,29,51,102,79,0.9517297131134994,5108,True,6128
0.9,0.5,20310256,4,0.9167997576185023,0.918,1.0,28,52,154,119,1.4691820718781423,6588,True,8128
0.9,0.5,20310256,5,0.9154905109240226,0.916,1.0,28,52,206,158,1.9216082633950033,8068,True,10128
0.9,0.5,20310256,6,0.9121856663382624,0.914,0.9522942295820305,27,54,260,196,2.4174055116817907,9528,True,12128
0.9,0.5,20310256,7,0.9105726918796087,0.912,0.8870282224102071,26,55,315,238,2.9551320277301776,10978,True,14128
0.9,0.5,20310256,8,0.9101738309630996,0.912,0.8613080914066316,26,55,370,273,3.4928585437785644,12428,True,16128
0.9,0.5,20310256,9,0.9092876950603943,0.91,0.8031975114694272,26,55,425,309,3.9666793316307327,13878,True,18128
0.9,0.5,20310256,10,0.9095733683020182,0.91,0.7630191343428574,26,52,477,350,4.414655349236419,15230,True,20000
0.9,0.5,20310257,1,0.9801562512971111,0.982,1.0,137,13,13,8,0.12840686886313343,1998,True,2128
0.9,0.5,20310257,2,0.9251011497067483,0.926,1.0,32,47,60,42,0.54744751382933,3528,True,4128
0.9,0.5,20310257,3,0.920379696167418,0.922,1.0,30,50,110,78,1.0101849778607452,5028,True,6128
0.9,0.5,20310257,4,0.9214544619906622,0.922,0.9621995556202914,30,50,160,113,1.4729224418921605,6528,True,8128
0.9,0.5,20310257,5,0.9189499360692677,0.92,0.8773749290722683,29,51,211,154,1.9601824083168746,8018,True,10128
0.9,0.5,20310257,6,0.9162808983585284,0.918,0.8737643812001066,28,52,263,197,2.4776347670815277,9498,True,12128
0.9,0.5,20310257,7,0.9137426489197904,0.914,0.8758604717422818,27,54,317,237,2.973432015368313,10958,True,14128
0.9,0.5,20310257,8,0.9132738359847581,0.914,0.84453585184541,27,54,371,276,3.4692292636550985,12418,True,16128
0.9,0.5,20310257,9,0.91241073217383,0.914,0.8148451469167901,27,54,425,317,3.965026511941884,13878,True,18128
0.9,0.5,20310257,10,0.9116907553766331,0.912,0.8006584151913805,26,52,477,360,4.47342249075129,15230,True,20000
0.9,0.5,20310258,1,0.9468535763918076,0.9480000000000001,1.0,46,35,35,28,0.33599108008616724,1778,True,2128
0.9,0.5,20310258,2,0.9296742288827895,0.93,1.0,34,45,80,63,0.7361671503364344,3328,True,4128
0.9,0.5,20310258,3,0.9227828799532596,0.924,1.0,31,48,128,104,1.1702812747890934,4848,True,6128
0.9,0.5,20310258,4,0.922065549497032,0.924,1.0,31,48,176,139,1.6043953992417523,6368,True,8128
0.9,0.5,20310258,5,0.9167413713609436,0.918,1.0,28,52,228,177,2.1218477580063975,7848,True,10128
0.9,0.5,20310258,6,0.9161057551053933,0.918,0.9534666457365337,28,52,280,210,2.6393001167710515,9328,True,12128
0.9,0.5,20310258,7,0.9122536257446852,0.914,0.867989825040953,27,54,334,248,3.135097365057837,10788,True,14128
0.9,0.5,20310258,8,0.9109331505792313,0.912,0.8267599344041334,26,55,389,290,3.6728238811062237,12238,True,16128
0.9,0.5,20310258,9,0.9104150567805491,0.912,0.8117497435284953,26,55,444,332,4.21055039715462,13688,True,18128
0.9,0.5,20310258,10,0.9099689898864629,0.91,0.799111769392608,26,52,496,370,4.658526414760306,15040,True,20000
0.9,0.5,20310259,1,0.9559839803502153,0.9560000000000001,1.0,55,30,30,25,0.2837452642598347,1828,True,2128
0.9,0.5,20310259,2,0.9278918471632782,0.928,1.0,33,46,76,54,0.6915791667787129,3368,True,4128
0.9,0.5,20310259,3,0.918128851250757,0.92,1.0,29,51,127,92,1.1788391332034307,4858,True,6128
0.9,0.5,20310259,4,0.9179123936057001,0.918,0.9611936724525407,28,52,179,128,1.6962914919680732,6338,True,8128
0.9,0.5,20310259,5,0.9166333583132249,0.918,0.8741843468273967,28,52,231,168,2.2137438507327203,7818,True,10128
0.9,0.5,20310259,6,0.9117297162741289,0.912,0.8537422910813095,26,55,286,212,2.751470366781107,9268,True,12128
0.9,0.5,20310259,7,0.9092508802550363,0.91,0.8476434464854627,26,55,341,254,3.2252911546332754,10718,True,14128
0.9,0.5,20310259,8,0.9079719761353922,0.908,0.828658073292619,25,57,398,301,3.7552230794073833,12148,True,16128
0.9,0.5,20310259,9,0.9074098685569518,0.908,0.8302493853154345,25,57,455,339,4.285155004181478,13578,True,18128
0.9,0.5,20310259,10,0.9070677621855072,0.908,0.7905159996574127,25,53,508,380,4.777898723708256,14920,True,20000
0.9,0.5,20310260,1,0.9646320947113585,0.966,1.0,72,24,24,19,0.22607273597429578,1888,True,2128
0.9,0.5,20310260,2,0.9361269941504582,0.9380000000000001,1.0,38,41,65,51,0.6278923666642219,3478,True,4128
0.9,0.5,20310260,3,0.9217960857237557,0.922,1.0,30,50,115,89,1.0906298306956372,4978,True,6128
0.9,0.5,20310260,4,0.9193705034085058,0.92,1.0,29,51,166,128,1.5778897971203514,6468,True,8128
0.9,0.5,20310260,5,0.9114680070803212,0.912,1.0,26,55,221,168,2.115616313168748,7918,True,10128
0.9,0.5,20310260,6,0.9092049950351901,0.91,0.9270087442962451,26,55,276,211,2.5894371010209163,9368,True,12128
0.9,0.5,20310260,7,0.9110313360447848,0.912,0.8991114844468016,26,55,331,254,3.127163617069303,10818,True,14128
0.9,0.5,20310260,8,0.9104862894212817,0.912,0.8778875664180914,26,55,386,297,3.66489013311769,12268,True,16128
0.9,0.5,20310260,9,0.9095576416280196,0.91,0.8607513037161825,26,55,441,335,4.138710920969858,13718,True,18128
0.9,0.5,20310260,10,0.9090619699285962,0.91,0.8235527555510971,26,52,493,377,4.586686938575545,15070,True,20000
0.9,0.5,20310261,1,0.9765294187433833,0.978,1.0,112,16,16,13,0.15541580298721783,1968,True,2128
0.9,0.5,20310261,2,0.9248135948466576,0.926,1.0,32,47,63,50,0.5744564479534143,3498,True,4128
0.9,0.5,20310261,3,0.9212252198393529,0.922,1.0,30,50,113,85,1.0371939119848297,4998,True,6128
0.9,0.5,20310261,4,0.9200632263974318,0.922,1.0,30,50,163,125,1.499931376016245,6498,True,8128
0.9,0.5,20310261,5,0.9172920987082498,0.918,0.9949971465372318,28,52,215,166,2.017383734780888,7978,True,10128
0.9,0.5,20310261,6,0.9139883204656742,0.914,0.9551708287223462,27,54,269,203,2.5131809830676732,9438,True,12128
0.9,0.5,20310261,7,0.9138831144664641,0.914,0.8833461783020002,27,54,323,253,3.0089782313544586,10898,True,14128
0.9,0.5,20310261,8,0.9118413684842361,0.912,0.9129730809484422,26,55,378,291,3.5467047474028455,12348,True,16128
0.9,0.5,20310261,9,0.9097664570610966,0.91,0.8641766039608163,26,55,433,339,4.020525535255014,13798,True,18128
0.9,0.5,20310261,10,0.9093191726010221,0.91,0.8722309334630178,26,52,485,374,4.4685015528607,15150,True,20000
0.9,0.5,20310262,1,0.9603725220436967,0.962,1.0,64,27,27,20,0.25731267594404805,1858,True,2128
0.9,0.5,20310262,2,0.9309313307368488,0.932,1.0,35,44,71,53,0.6531574559671682,3418,True,4128
0.9,0.5,20310262,3,0.9248522192383606,0.926,1.0,32,47,118,90,1.0721981009333654,4948,True,6128
0.9,0.5,20310262,4,0.9181359595022449,0.92,1.0,29,51,169,130,1.5594580673580796,6438,True,8128
0.9,0.5,20310262,5,0.9153628230187358,0.916,0.9928176226145726,28,52,221,171,2.0118842588749404,7918,True,10128
0.9,0.5,20310262,6,0.9135640993093672,0.914,0.9532193139406451,27,54,275,215,2.5076815071617258,9378,True,12128
0.9,0.5,20310262,7,0.9117271601151788,0.912,0.9337992445869778,26,55,330,250,3.0454080232101126,10828,True,14128
0.9,0.5,20310262,8,0.9125695223777228,0.914,0.8582920901680748,27,54,384,288,3.541205271496898,12288,True,16128
