average_weight_norm,bellman_residual,delay,encoder_sha256,environment_budget,environment_used,game,master_seed,message_budget,message_used,overhead,prediction_risk,q,rho,selected_common_actors,split,updates
0.049009808495577,3.5912986096253445e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,3.793927799745093e-06,1,0.3,1,selection,21845
0.0593690965286552,8.707105759866586e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,4.216082484684703e-05,4,0.3,2,selection,16384
0.04287732446252201,1.0450191949062703e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,4.296923116150454e-05,16,0.3,10,selection,8192
0.049078927097310494,3.6042148799379426e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,3.633293649303182e-06,1,0.3,1,selection,21837
0.05936821016718035,8.694478930317914e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,4.2157773165480786e-05,4,0.3,2,selection,16376
0.04284463948432996,1.0418921890000592e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,4.329719561972658e-05,16,0.3,10,selection,8184
0.049009808495577,3.5912986096253445e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,3.793927799745093e-06,1,0.5,1,selection,21845
0.061742294583253296,1.3952775302613707e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,6.897135207278063e-05,4,0.5,3,selection,16384
0.04178202691067078,1.323109437450944e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,5.515609214299254e-05,16,0.5,12,selection,8192
0.049078927097310494,3.6042148799379426e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,3.633293649303182e-06,1,0.5,1,selection,21837
