cell_id,schedule_family,target_scale,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,mean_dual_use_auc,mean_strong_static_auc,dual_use_to_static_ratio
Fstationary-H0.1-I1.5-N0.1-S0.9-T0-D3,stationary,0.1,1.5,0.1,0.9,0.0,3,0.07820089508968436,0.07786542765590926,1.0043082975830757
Fstationary-H0.1-I1.5-N0.1-S0.9-T0.9-D0,stationary,0.1,1.5,0.1,0.9,0.9,0,0.09969732754591283,0.09860922320458615,1.0110345088011612
Fstationary-H0.1-I1.5-N0.1-S0.9-T0.9-D1,stationary,0.1,1.5,0.1,0.9,0.9,1,0.09723235398581316,0.09560884076174636,1.0169807855751807
Fstationary-H0.1-I1.5-N0.1-S0.9-T0.9-D3,stationary,0.1,1.5,0.1,0.9,0.9,3,0.11386759438052751,0.1122156028286482,1.0147215851471376
Fstationary-H0.1-I1.5-N0.5-S0-T0-D0,stationary,0.1,1.5,0.5,0.0,0.0,0,0.08002731649096417,0.08037127019490173,0.9957204396160038
Fstationary-H0.1-I1.5-N0.5-S0-T0-D1,stationary,0.1,1.5,0.5,0.0,0.0,1,0.08792735441763747,0.08647247872463665,1.016824725212674
Fstationary-H0.1-I1.5-N0.5-S0-T0-D3,stationary,0.1,1.5,0.5,0.0,0.0,3,0.08723037475761863,0.08526210925625444,1.0230848793037548
Fstationary-H0.1-I1.5-N0.5-S0-T0.9-D0,stationary,0.1,1.5,0.5,0.0,0.9,0,0.1854569059189432,0.15553779680446822,1.1923590903893753
Fstationary-H0.1-I1.5-N0.5-S0-T0.9-D1,stationary,0.1,1.5,0.5,0.0,0.9,1,0.21745988145049255,0.20403057146997233,1.0658200870769832
Fstationary-H0.1-I1.5-N0.5-S0-T0.9-D3,stationary,0.1,1.5,0.5,0.0,0.9,3,0.2143795578173115,0.204010732583289,1.0508249007428536
Fstationary-H0.1-I1.5-N0.5-S0.9-T0-D0,stationary,0.1,1.5,0.5,0.9,0.0,0,0.08132756421770791,0.08213160061407113,0.9902103892977648
Fstationary-H0.1-I1.5-N0.5-S0.9-T0-D1,stationary,0.1,1.5,0.5,0.9,0.0,1,0.08485461607278952,0.08406736358629344,1.0093645435388012
Fstationary-H0.1-I1.5-N0.5-S0.9-T0-D3,stationary,0.1,1.5,0.5,0.9,0.0,3,0.08627842066083462,0.08490001104449311,1.016235682414919
Fstationary-H0.1-I1.5-N0.5-S0.9-T0.9-D0,stationary,0.1,1.5,0.5,0.9,0.9,0,0.193631350356137,0.18437044487603776,1.0502298808592985
Fstationary-H0.1-I1.5-N0.5-S0.9-T0.9-D1,stationary,0.1,1.5,0.5,0.9,0.9,1,0.22733394858798406,0.22298615816843181,1.0194980282868866
Fstationary-H0.1-I1.5-N0.5-S0.9-T0.9-D3,stationary,0.1,1.5,0.5,0.9,0.9,3,0.20624491142349283,0.20343609753169417,1.0138068608564468
Fstationary-H0.3-I0.5-N0.1-S0-T0-D0,stationary,0.3,0.5,0.1,0.0,0.0,0,0.013034855669683645,0.012642342691127502,1.031047487648916
Fstationary-H0.3-I0.5-N0.1-S0-T0-D1,stationary,0.3,0.5,0.1,0.0,0.0,1,0.013665939753144351,0.013297705393332877,1.0276915715094799
Fstationary-H0.3-I0.5-N0.1-S0-T0-D3,stationary,0.3,0.5,0.1,0.0,0.0,3,0.013556102077578146,0.01326258991678517,1.0221308328640626
Fstationary-H0.3-I0.5-N0.1-S0-T0.9-D0,stationary,0.3,0.5,0.1,0.0,0.9,0,0.044335545461391776,0.03246933387380421,1.365459040019329
Fstationary-H0.3-I0.5-N0.1-S0-T0.9-D1,stationary,0.3,0.5,0.1,0.0,0.9,1,0.0396896237984745,0.032808728861820666,1.209727568709957
Fstationary-H0.3-I0.5-N0.1-S0-T0.9-D3,stationary,0.3,0.5,0.1,0.0,0.9,3,0.03925530069812801,0.032853543277384864,1.19485744251975
Fstationary-H0.3-I0.5-N0.1-S0.9-T0-D0,stationary,0.3,0.5,0.1,0.9,0.0,0,0.013093960455609401,0.012724852975601282,1.0290068168737074
Fstationary-H0.3-I0.5-N0.1-S0.9-T0-D1,stationary,0.3,0.5,0.1,0.9,0.0,1,0.012630046482425265,0.012125592950799829,1.0416023804916
Fstationary-H0.3-I0.5-N0.1-S0.9-T0-D3,stationary,0.3,0.5,0.1,0.9,0.0,3,0.013160673692524221,0.012717351081605838,1.0348596659849705
Fstationary-H0.3-I0.5-N0.1-S0.9-T0.9-D0,stationary,0.3,0.5,0.1,0.9,0.9,0,0.037709206879186344,0.033530285690332486,1.1246312431527756
Fstationary-H0.3-I0.5-N0.1-S0.9-T0.9-D1,stationary,0.3,0.5,0.1,0.9,0.9,1,0.04540265541786852,0.04070416109566396,1.1154303195479705
Fstationary-H0.3-I0.5-N0.1-S0.9-T0.9-D3,stationary,0.3,0.5,0.1,0.9,0.9,3,0.04292250035839846,0.03783762451555558,1.1343867620641042
Fstationary-H0.3-I0.5-N0.5-S0-T0-D0,stationary,0.3,0.5,0.5,0.0,0.0,0,0.023319215538031898,0.01834396864084517,1.2712197668125484
Fstationary-H0.3-I0.5-N0.5-S0-T0-D1,stationary,0.3,0.5,0.5,0.0,0.0,1,0.024906981234831788,0.020188439612374386,1.2337249293682508
Fstationary-H0.3-I0.5-N0.5-S0-T0-D3,stationary,0.3,0.5,0.5,0.0,0.0,3,0.02286699236976497,0.01985846052641731,1.1514987447967315
Fstationary-H0.3-I0.5-N0.5-S0-T0.9-D0,stationary,0.3,0.5,0.5,0.0,0.9,0,0.14864393762336237,0.1028814877734759,1.4448074268778661
Fstationary-H0.3-I0.5-N0.5-S0-T0.9-D1,stationary,0.3,0.5,0.5,0.0,0.9,1,0.15729412350634764,0.11596873397753223,1.35634940652902
Fstationary-H0.3-I0.5-N0.5-S0-T0.9-D3,stationary,0.3,0.5,0.5,0.0,0.9,3,0.15913434161034828,0.11350696912054523,1.4019785995813743
Fstationary-H0.3-I0.5-N0.5-S0.9-T0-D0,stationary,0.3,0.5,0.5,0.9,0.0,0,0.023464697091224743,0.020626951231512335,1.137574662773096
Fstationary-H0.3-I0.5-N0.5-S0.9-T0-D1,stationary,0.3,0.5,0.5,0.9,0.0,1,0.02528244634537405,0.020271872786825334,1.2471687550153274
Fstationary-H0.3-I0.5-N0.5-S0.9-T0-D3,stationary,0.3,0.5,0.5,0.9,0.0,3,0.024295776223585388,0.01997720195380375,1.216175132021397
Fstationary-H0.3-I0.5-N0.5-S0.9-T0.9-D0,stationary,0.3,0.5,0.5,0.9,0.9,0,0.182580642376343,0.1542569627482957,1.1836136218646003
Fstationary-H0.3-I0.5-N0.5-S0.9-T0.9-D1,stationary,0.3,0.5,0.5,0.9,0.9,1,0.16259942893423923,0.14261244353858382,1.1401489582516544
Fstationary-H0.3-I0.5-N0.5-S0.9-T0.9-D3,stationary,0.3,0.5,0.5,0.9,0.9,3,0.1570658405401004,0.12677063543913367,1.2389765184660004
Fstationary-H0.3-I1.5-N0.1-S0-T0-D0,stationary,0.3,1.5,0.1,0.0,0.0,0,0.0728328911252997,0.07898106756261944,0.9221563264836194
Fstationary-H0.3-I1.5-N0.1-S0-T0-D1,stationary,0.3,1.5,0.1,0.0,0.0,1,0.07981680066388586,0.07943747494749234,1.0047751482111464
Fstationary-H0.3-I1.5-N0.1-S0-T0-D3,stationary,0.3,1.5,0.1,0.0,0.0,3,0.07936584808358074,0.07903182797136019,1.004226399930185
Fstationary-H0.3-I1.5-N0.1-S0-T0.9-D0,stationary,0.3,1.5,0.1,0.0,0.9,0,0.09693093795154367,0.09521206481839427,1.0180531021612433
Fstationary-H0.3-I1.5-N0.1-S0-T0.9-D1,stationary,0.3,1.5,0.1,0.0,0.9,1,0.10923387523854644,0.10574827276203073,1.032961318284219
Fstationary-H0.3-I1.5-N0.1-S0-T0.9-D3,stationary,0.3,1.5,0.1,0.0,0.9,3,0.10777670604974077,0.10456973059880788,1.030668296002758
Fstationary-H0.3-I1.5-N0.1-S0.9-T0-D0,stationary,0.3,1.5,0.1,0.9,0.0,0,0.07408468718460015,0.07897233507767351,0.938109365915721
Fstationary-H0.3-I1.5-N0.1-S0.9-T0-D1,stationary,0.3,1.5,0.1,0.9,0.0,1,0.07887922529726296,0.07874327235261841,1.0017265340972337
Fstationary-H0.3-I1.5-N0.1-S0.9-T0-D3,stationary,0.3,1.5,0.1,0.9,0.0,3,0.07760923438126992,0.07738290350553564,1.002924817569272
Fstationary-H0.3-I1.5-N0.1-S0.9-T0.9-D0,stationary,0.3,1.5,0.1,0.9,0.9,0,0.10187531978259558,0.1026673749444506,0.9922852302176463
Fstationary-H0.3-I1.5-N0.1-S0.9-T0.9-D1,stationary,0.3,1.5,0.1,0.9,0.9,1,0.10413027863095345,0.0992602403573597,1.0490633334763295
Fstationary-H0.3-I1.5-N0.1-S0.9-T0.9-D3,stationary,0.3,1.5,0.1,0.9,0.9,3,0.10579083670778858,0.10277293274997926,1.0293647741390344
Fstationary-H0.3-I1.5-N0.5-S0-T0-D0,stationary,0.3,1.5,0.5,0.0,0.0,0,0.08233163318873997,0.08693622779745011,0.9470348009642398
Fstationary-H0.3-I1.5-N0.5-S0-T0-D1,stationary,0.3,1.5,0.5,0.0,0.0,1,0.08885673198285499,0.08695520451976957,1.0218678970808825
Fstationary-H0.3-I1.5-N0.5-S0-T0-D3,stationary,0.3,1.5,0.5,0.0,0.0,3,0.09218985145907777,0.08944581383182115,1.0306782118659688
Fstationary-H0.3-I1.5-N0.5-S0-T0.9-D0,stationary,0.3,1.5,0.5,0.0,0.9,0,0.20869825966070965,0.16960022458427465,1.2305305619274527
Fstationary-H0.3-I1.5-N0.5-S0-T0.9-D1,stationary,0.3,1.5,0.5,0.0,0.9,1,0.22647906233825532,0.2120188824392899,1.0682023210980087
Fstationary-H0.3-I1.5-N0.5-S0-T0.9-D3,stationary,0.3,1.5,0.5,0.0,0.9,3,0.22572765481108742,0.2132723158664012,1.058401105150884
Fstationary-H0.3-I1.5-N0.5-S0.9-T0-D0,stationary,0.3,1.5,0.5,0.9,0.0,0,0.08315126468594976,0.08615593042805036,0.9651252591995413
Fstationary-H0.3-I1.5-N0.5-S0.9-T0-D1,stationary,0.3,1.5,0.5,0.9,0.0,1,0.09252327945048702,0.08965805658946113,1.0319572269355064
Fstationary-H0.3-I1.5-N0.5-S0.9-T0-D3,stationary,0.3,1.5,0.5,0.9,0.0,3,0.0880200974561357,0.08652005282782554,1.0173375371290543
Fstationary-H0.3-I1.5-N0.5-S0.9-T0.9-D0,stationary,0.3,1.5,0.5,0.9,0.9,0,0.22696583673106446,0.2085107252736802,1.0885091710901733
Fstationary-H0.3-I1.5-N0.5-S0.9-T0.9-D1,stationary,0.3,1.5,0.5,0.9,0.9,1,0.2547831863112485,0.24502370099807083,1.0398307807506937
Fstationary-H0.3-I1.5-N0.5-S0.9-T0.9-D3,stationary,0.3,1.5,0.5,0.9,0.9,3,0.20318541708997306,0.1934489103196088,1.0503311533483335
Fstationary-H0.6-I0.5-N0.1-S0-T0-D0,stationary,0.6,0.5,0.1,0.0,0.0,0,0.021503090131593648,0.021595393801645442,0.9957257704629234
Fstationary-H0.6-I0.5-N0.1-S0-T0-D1,stationary,0.6,0.5,0.1,0.0,0.0,1,0.02226210277335039,0.021997647368835152,1.0120219858097144
Fstationary-H0.6-I0.5-N0.1-S0-T0-D3,stationary,0.6,0.5,0.1,0.0,0.0,3,0.022708440105252893,0.022185803946190914,1.0235572332798744
Fstationary-H0.6-I0.5-N0.1-S0-T0.9-D0,stationary,0.6,0.5,0.1,0.0,0.9,0,0.04889042600612335,0.0400226320287687,1.2215694852597498
Fstationary-H0.6-I0.5-N0.1-S0-T0.9-D1,stationary,0.6,0.5,0.1,0.0,0.9,1,0.05109406428822385,0.04278132523076113,1.1943076567316246
Fstationary-H0.6-I0.5-N0.1-S0-T0.9-D3,stationary,0.6,0.5,0.1,0.0,0.9,3,0.049672336772940445,0.04141222643082737,1.199460667875713
Fstationary-H0.6-I0.5-N0.1-S0.9-T0-D0,stationary,0.6,0.5,0.1,0.9,0.0,0,0.021799528684620498,0.021530321989921112,1.0125036074623226
Fstationary-H0.6-I0.5-N0.1-S0.9-T0-D1,stationary,0.6,0.5,0.1,0.9,0.0,1,0.02274143877244889,0.022585686707774694,1.0068960517645267
Fstationary-H0.6-I0.5-N0.1-S0.9-T0-D3,stationary,0.6,0.5,0.1,0.9,0.0,3,0.022592681504166018,0.02216115450746481,1.0194722254454682
Fstationary-H0.6-I0.5-N0.1-S0.9-T0.9-D0,stationary,0.6,0.5,0.1,0.9,0.9,0,0.049950275127032595,0.04688814109330994,1.0653072176102876
Fstationary-H0.6-I0.5-N0.1-S0.9-T0.9-D1,stationary,0.6,0.5,0.1,0.9,0.9,1,0.0481196770017978,0.04308120438274309,1.1169529192891587
Fstationary-H0.6-I0.5-N0.1-S0.9-T0.9-D3,stationary,0.6,0.5,0.1,0.9,0.9,3,0.05277869888926411,0.04561248560005167,1.15711078216716
Fstationary-H0.6-I0.5-N0.5-S0-T0-D0,stationary,0.6,0.5,0.5,0.0,0.0,0,0.03142348411149962,0.027625558473356418,1.1374786917631412
Fstationary-H0.6-I0.5-N0.5-S0-T0-D1,stationary,0.6,0.5,0.5,0.0,0.0,1,0.03283795162327599,0.02887900489525217,1.1370873664928354
Fstationary-H0.6-I0.5-N0.5-S0-T0-D3,stationary,0.6,0.5,0.5,0.0,0.0,3,0.03247283233803224,0.029008344692240624,1.1194307252808646
Fstationary-H0.6-I0.5-N0.5-S0-T0.9-D0,stationary,0.6,0.5,0.5,0.0,0.9,0,0.18192706787536717,0.11991748421142615,1.5171021062667736
Fstationary-H0.6-I0.5-N0.5-S0-T0.9-D1,stationary,0.6,0.5,0.5,0.0,0.9,1,0.17332323332187047,0.13797777925879068,1.2561677268104596
Fstationary-H0.6-I0.5-N0.5-S0-T0.9-D3,stationary,0.6,0.5,0.5,0.0,0.9,3,0.1831329452748066,0.14096025545242774,1.2991814230686578
Fstationary-H0.6-I0.5-N0.5-S0.9-T0-D0,stationary,0.6,0.5,0.5,0.9,0.0,0,0.0328448158152815,0.030596461310079627,1.0734841353846754
Fstationary-H0.6-I0.5-N0.5-S0.9-T0-D1,stationary,0.6,0.5,0.5,0.9,0.0,1,0.030119502097691195,0.027432771119216617,1.0979387378255974
Fstationary-H0.6-I0.5-N0.5-S0.9-T0-D3,stationary,0.6,0.5,0.5,0.9,0.0,3,0.03412175224678564,0.028475955953728378,1.1982653822836122
Fstationary-H0.6-I0.5-N0.5-S0.9-T0.9-D0,stationary,0.6,0.5,0.5,0.9,0.9,0,0.16246340013418892,0.13510753186916133,1.2024747835044394
Fstationary-H0.6-I0.5-N0.5-S0.9-T0.9-D1,stationary,0.6,0.5,0.5,0.9,0.9,1,0.16278949963819808,0.13196732563684582,1.2335591317972923
Fstationary-H0.6-I0.5-N0.5-S0.9-T0.9-D3,stationary,0.6,0.5,0.5,0.9,0.9,3,0.14813245530596852,0.11197937308242581,1.3228548368183053
Fstationary-H0.6-I1.5-N0.1-S0-T0-D0,stationary,0.6,1.5,0.1,0.0,0.0,0,0.08070625354097419,0.08807593197925312,0.9163258534690849
Fstationary-H0.6-I1.5-N0.1-S0-T0-D1,stationary,0.6,1.5,0.1,0.0,0.0,1,0.08845080288273369,0.08837560669426517,1.0008508704073587
Fstationary-H0.6-I1.5-N0.1-S0-T0-D3,stationary,0.6,1.5,0.1,0.0,0.0,3,0.08810525805779534,0.08772664095371932,1.004315873718176
Fstationary-H0.6-I1.5-N0.1-S0-T0.9-D0,stationary,0.6,1.5,0.1,0.0,0.9,0,0.10691565753560575,0.10670487999110656,1.001975331817221
Fstationary-H0.6-I1.5-N0.1-S0-T0.9-D1,stationary,0.6,1.5,0.1,0.0,0.9,1,0.1160385813569083,0.11331688770399388,1.0240184292744081
Fstationary-H0.6-I1.5-N0.1-S0-T0.9-D3,stationary,0.6,1.5,0.1,0.0,0.9,3,0.11653791514935112,0.11196539473297532,1.040838693305916
Fstationary-H0.6-I1.5-N0.1-S0.9-T0-D0,stationary,0.6,1.5,0.1,0.9,0.0,0,0.08056849173239895,0.087461889592765,0.9211839820467784
Fstationary-H0.6-I1.5-N0.1-S0.9-T0-D1,stationary,0.6,1.5,0.1,0.9,0.0,1,0.08938412456759609,0.08927333314099445,1.001241036070947
Fstationary-H0.6-I1.5-N0.1-S0.9-T0-D3,stationary,0.6,1.5,0.1,0.9,0.0,3,0.08769167946962345,0.08751132384291366,1.0020609404450735
Fstationary-H0.6-I1.5-N0.1-S0.9-T0.9-D0,stationary,0.6,1.5,0.1,0.9,0.9,0,0.1063856293208564,0.10725163120478261,0.991925513167509
Fstationary-H0.6-I1.5-N0.1-S0.9-T0.9-D1,stationary,0.6,1.5,0.1,0.9,0.9,1,0.10752753298778392,0.10580889315505565,1.0162428675084023
Fstationary-H0.6-I1.5-N0.1-S0.9-T0.9-D3,stationary,0.6,1.5,0.1,0.9,0.9,3,0.11329172691696762,0.1107528994927572,1.0229233495090253
Fstationary-H0.6-I1.5-N0.5-S0-T0-D0,stationary,0.6,1.5,0.5,0.0,0.0,0,0.09102425850628412,0.09610610750871729,0.9471225176613025
Fstationary-H0.6-I1.5-N0.5-S0-T0-D1,stationary,0.6,1.5,0.5,0.0,0.0,1,0.09836772366784387,0.09545417843398626,1.030522972191024
Fstationary-H0.6-I1.5-N0.5-S0-T0-D3,stationary,0.6,1.5,0.5,0.0,0.0,3,0.09728681593163632,0.09431669136569448,1.0314909749582475
Fstationary-H0.6-I1.5-N0.5-S0-T0.9-D0,stationary,0.6,1.5,0.5,0.0,0.9,0,0.2383280532251638,0.18725202245684763,1.2727662435800216
Fstationary-H0.6-I1.5-N0.5-S0-T0.9-D1,stationary,0.6,1.5,0.5,0.0,0.9,1,0.24389304574814885,0.2238521705718251,1.0895272765286563
Fstationary-H0.6-I1.5-N0.5-S0-T0.9-D3,stationary,0.6,1.5,0.5,0.0,0.9,3,0.22769727778017987,0.20580047213715402,1.1063982284182172
Fstationary-H0.6-I1.5-N0.5-S0.9-T0-D0,stationary,0.6,1.5,0.5,0.9,0.0,0,0.08996667065455433,0.09306808218930157,0.9666758843441199
Fstationary-H0.6-I1.5-N0.5-S0.9-T0-D1,stationary,0.6,1.5,0.5,0.9,0.0,1,0.09788428030754406,0.09470446603642377,1.033576180767413
Fstationary-H0.6-I1.5-N0.5-S0.9-T0-D3,stationary,0.6,1.5,0.5,0.9,0.0,3,0.10217386209665992,0.09928074049415657,1.0291408141005318
Fstationary-H0.6-I1.5-N0.5-S0.9-T0.9-D0,stationary,0.6,1.5,0.5,0.9,0.9,0,0.24464694859783667,0.22858809000848884,1.070252385365972
Fstationary-H0.6-I1.5-N0.5-S0.9-T0.9-D1,stationary,0.6,1.5,0.5,0.9,0.9,1,0.2855281261148781,0.26084538978365435,1.0946259251570276
Fstationary-H0.6-I1.5-N0.5-S0.9-T0.9-D3,stationary,0.6,1.5,0.5,0.9,0.9,3,0.2194910015649014,0.2071129578154708,1.0597646998043402
