scenario_id,base_id,task,message_overhead,reference_updates,message_budget,environment_budget,delay,rho,schedule_name,schedule_kind,full_updates,post_probe_updates,full_message_used,post_probe_message_used,full_environment_used,post_probe_environment_used,post_probe_message_budget,post_probe_environment_budget,full_mean_q,post_probe_mean_q,step_size,spectral_radius,probe_burn_in,full_intercept,full_slope,post_probe_intercept,post_probe_slope,full_risk,post_probe_risk
taxi-H8-N192-D4-R0.5,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.5,fixed-q4,fixed,192,184,2304,2208,196,188,2208,999428,4.0,4.0,0.030174809165813884,0.9965441244965821,142,3.0374567106694212,6.752394725683144,3.1355142481795406,6.789326924114168,6.413654073510993,6.530177710236625
taxi-H8-N192-D4-R0.7,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.7,fixed-q4,fixed,192,184,2304,2208,196,188,2208,999428,4.0,4.0,0.030174809165813884,0.9965441244965821,142,3.0374567106694212,6.752394725683144,3.1355142481795406,6.789326924114168,7.764133018647621,7.888043095059458
taxi-H8-N192-D4-R0.9,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.9,fixed-q4,fixed,192,184,2304,2208,196,188,2208,999428,4.0,4.0,0.030174809165813884,0.9965441244965821,142,3.0374567106694212,6.752394725683144,3.1355142481795406,6.789326924114168,9.11461196378425,9.245908479882292
taxi-H8-N192-D4-R1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,1.0,fixed-q4,fixed,192,184,2304,2208,196,188,2208,999428,4.0,4.0,0.030174809165813884,0.9965441244965821,142,3.0374567106694212,6.752394725683144,3.1355142481795406,6.789326924114168,9.789851436352565,9.924841172293709
taxi-H8-N192-D4-R0,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.0,fixed-q16,fixed,96,92,2304,2208,100,96,2208,999428,16.0,16.0,0.030174809165813884,0.9965441244965821,142,3.9350283889341005,8.260256775737739,4.168012040212737,8.191028491936953,3.9350283889341005,4.168012040212737
taxi-H8-N192-D4-R0.1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.1,fixed-q16,fixed,96,92,2304,2208,100,96,2208,999428,16.0,16.0,0.030174809165813884,0.9965441244965821,142,3.9350283889341005,8.260256775737739,4.168012040212737,8.191028491936953,4.761054066507874,4.987114889406433
taxi-H8-N192-D4-R0.3,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.3,fixed-q16,fixed,96,92,2304,2208,100,96,2208,999428,16.0,16.0,0.030174809165813884,0.9965441244965821,142,3.9350283889341005,8.260256775737739,4.168012040212737,8.191028491936953,6.4131054216554215,6.625320587793823
taxi-H8-N192-D4-R0.5,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.5,fixed-q16,fixed,96,92,2304,2208,100,96,2208,999428,16.0,16.0,0.030174809165813884,0.9965441244965821,142,3.9350283889341005,8.260256775737739,4.168012040212737,8.191028491936953,8.06515677680297,8.263526286181214
taxi-H8-N192-D4-R0.7,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.7,fixed-q16,fixed,96,92,2304,2208,100,96,2208,999428,16.0,16.0,0.030174809165813884,0.9965441244965821,142,3.9350283889341005,8.260256775737739,4.168012040212737,8.191028491936953,9.717208131950517,9.901731984568602
taxi-H8-N192-D4-R0.9,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.9,fixed-q16,fixed,96,92,2304,2208,100,96,2208,999428,16.0,16.0,0.030174809165813884,0.9965441244965821,142,3.9350283889341005,8.260256775737739,4.168012040212737,8.191028491936953,11.369259487098066,11.539937682955994
taxi-H8-N192-D4-R1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,1.0,fixed-q16,fixed,96,92,2304,2208,100,96,2208,999428,16.0,16.0,0.030174809165813884,0.9965441244965821,142,3.9350283889341005,8.260256775737739,4.168012040212737,8.191028491936953,12.195285164671839,12.35904053214969
taxi-H8-N192-D4-R0,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.0,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999428,12.283185840707965,12.25,0.030174809165813884,0.9965441244965821,142,4.705888795695347,6.856372635287148,4.94678224432293,6.8024813382197955,4.705888795695347,4.94678224432293
taxi-H8-N192-D4-R0.1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.1,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999428,12.283185840707965,12.25,0.030174809165813884,0.9965441244965821,142,4.705888795695347,6.856372635287148,4.94678224432293,6.8024813382197955,5.391526059224062,5.62703037814491
taxi-H8-N192-D4-R0.3,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.3,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999428,12.283185840707965,12.25,0.030174809165813884,0.9965441244965821,142,4.705888795695347,6.856372635287148,4.94678224432293,6.8024813382197955,6.762800586281491,6.9875266457888685
taxi-H8-N192-D4-R0.5,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.5,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999428,12.283185840707965,12.25,0.030174809165813884,0.9965441244965821,142,4.705888795695347,6.856372635287148,4.94678224432293,6.8024813382197955,8.13407511333892,8.348022913432828
taxi-H8-N192-D4-R0.7,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.7,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999428,12.283185840707965,12.25,0.030174809165813884,0.9965441244965821,142,4.705888795695347,6.856372635287148,4.94678224432293,6.8024813382197955,9.50534964039635,9.708519181076786
taxi-H8-N192-D4-R0.9,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.9,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999428,12.283185840707965,12.25,0.030174809165813884,0.9965441244965821,142,4.705888795695347,6.856372635287148,4.94678224432293,6.8024813382197955,10.87662416745378,11.069015448720746
taxi-H8-N192-D4-R1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,1.0,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999428,12.283185840707965,12.25,0.030174809165813884,0.9965441244965821,142,4.705888795695347,6.856372635287148,4.94678224432293,6.8024813382197955,11.562261430982495,11.749263582542724
taxi-H8-N192-D4-R0,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.0,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999428,8.553956834532373,8.556390977443609,0.030174809165813884,0.9965441244965821,142,6.718146365100024,4.1078987902394415,6.927874941603154,4.050514012628578,6.718146365100024,6.927874941603154
taxi-H8-N192-D4-R0.1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.1,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999428,8.553956834532373,8.556390977443609,0.030174809165813884,0.9965441244965821,142,6.718146365100024,4.1078987902394415,6.927874941603154,4.050514012628578,7.1289362441239685,7.332926342866012
taxi-H8-N192-D4-R0.3,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.3,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999428,8.553956834532373,8.556390977443609,0.030174809165813884,0.9965441244965821,142,6.718146365100024,4.1078987902394415,6.927874941603154,4.050514012628578,7.950516002171856,8.143029145391727
taxi-H8-N192-D4-R0.5,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.5,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999428,8.553956834532373,8.556390977443609,0.030174809165813884,0.9965441244965821,142,6.718146365100024,4.1078987902394415,6.927874941603154,4.050514012628578,8.772095760219745,8.953131947917443
taxi-H8-N192-D4-R0.7,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.7,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999428,8.553956834532373,8.556390977443609,0.030174809165813884,0.9965441244965821,142,6.718146365100024,4.1078987902394415,6.927874941603154,4.050514012628578,9.593675518267633,9.763234750443157
taxi-H8-N192-D4-R0.9,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.9,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999428,8.553956834532373,8.556390977443609,0.030174809165813884,0.9965441244965821,142,6.718146365100024,4.1078987902394415,6.927874941603154,4.050514012628578,10.415255276315522,10.573337552968873
taxi-H8-N192-D4-R1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,1.0,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999428,8.553956834532373,8.556390977443609,0.030174809165813884,0.9965441244965821,142,6.718146365100024,4.1078987902394415,6.927874941603154,4.050514012628578,10.826045155339465,10.978388954231733
taxi-H8-N192-D4-R0,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.0,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999428,4.75,4.75,0.030174809165813884,0.9965441244965821,142,9.127707401440516,0.8670860428117446,9.29120388291529,0.8490589357210655,9.127707401440516,9.29120388291529
taxi-H8-N192-D4-R0.1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.1,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999428,4.75,4.75,0.030174809165813884,0.9965441244965821,142,9.127707401440516,0.8670860428117446,9.29120388291529,0.8490589357210655,9.21441600572169,9.376109776487397
taxi-H8-N192-D4-R0.3,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.3,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999428,4.75,4.75,0.030174809165813884,0.9965441244965821,142,9.127707401440516,0.8670860428117446,9.29120388291529,0.8490589357210655,9.387833214284038,9.54592156363161
taxi-H8-N192-D4-R0.5,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.5,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999428,4.75,4.75,0.030174809165813884,0.9965441244965821,142,9.127707401440516,0.8670860428117446,9.29120388291529,0.8490589357210655,9.561250422846388,9.715733350775823
taxi-H8-N192-D4-R0.7,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.7,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999428,4.75,4.75,0.030174809165813884,0.9965441244965821,142,9.127707401440516,0.8670860428117446,9.29120388291529,0.8490589357210655,9.734667631408737,9.885545137920037
taxi-H8-N192-D4-R0.9,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.9,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999428,4.75,4.75,0.030174809165813884,0.9965441244965821,142,9.127707401440516,0.8670860428117446,9.29120388291529,0.8490589357210655,9.908084839971085,10.055356925064249
taxi-H8-N192-D4-R1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,1.0,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999428,4.75,4.75,0.030174809165813884,0.9965441244965821,142,9.127707401440516,0.8670860428117446,9.29120388291529,0.8490589357210655,9.99479344425226,10.140262818636357
taxi-H8-N192-D4-R0,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.0,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999428,4.7292817679558015,4.728323699421965,0.030174809165813884,0.9965441244965821,142,8.791580648366262,1.1674274769581032,8.885853976638339,1.2173731050916627,8.791580648366262,8.885853976638339
taxi-H8-N192-D4-R0.1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.1,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999428,4.7292817679558015,4.728323699421965,0.030174809165813884,0.9965441244965821,142,8.791580648366262,1.1674274769581032,8.885853976638339,1.2173731050916627,8.908323396062071,9.007591287147505
taxi-H8-N192-D4-R0.3,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.3,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999428,4.7292817679558015,4.728323699421965,0.030174809165813884,0.9965441244965821,142,8.791580648366262,1.1674274769581032,8.885853976638339,1.2173731050916627,9.141808891453692,9.251065908165838
taxi-H8-N192-D4-R0.5,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.5,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999428,4.7292817679558015,4.728323699421965,0.030174809165813884,0.9965441244965821,142,8.791580648366262,1.1674274769581032,8.885853976638339,1.2173731050916627,9.375294386845313,9.494540529184171
taxi-H8-N192-D4-R0.7,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.7,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999428,4.7292817679558015,4.728323699421965,0.030174809165813884,0.9965441244965821,142,8.791580648366262,1.1674274769581032,8.885853976638339,1.2173731050916627,9.608779882236934,9.738015150202504
taxi-H8-N192-D4-R0.9,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.9,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999428,4.7292817679558015,4.728323699421965,0.030174809165813884,0.9965441244965821,142,8.791580648366262,1.1674274769581032,8.885853976638339,1.2173731050916627,9.842265377628555,9.981489771220836
taxi-H8-N192-D4-R1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,1.0,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999428,4.7292817679558015,4.728323699421965,0.030174809165813884,0.9965441244965821,142,8.791580648366262,1.1674274769581032,8.885853976638339,1.2173731050916627,9.959008125324365,10.103227081730001
taxi-H8-N192-D4-R0,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.0,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999428,8.446043165467627,8.443609022556391,0.030174809165813884,0.9965441244965821,142,6.350217945589712,4.475827209749752,6.457566293815773,4.520822660415957,6.350217945589712,6.457566293815773
taxi-H8-N192-D4-R0.1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.1,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999428,8.446043165467627,8.443609022556391,0.030174809165813884,0.9965441244965821,142,6.350217945589712,4.475827209749752,6.457566293815773,4.520822660415957,6.7978006665646875,6.909648559857369
taxi-H8-N192-D4-R0.3,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.3,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999428,8.446043165467627,8.443609022556391,0.030174809165813884,0.9965441244965821,142,6.350217945589712,4.475827209749752,6.457566293815773,4.520822660415957,7.6929661085146375,7.813813091940561
taxi-H8-N192-D4-R0.5,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.5,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999428,8.446043165467627,8.443609022556391,0.030174809165813884,0.9965441244965821,142,6.350217945589712,4.475827209749752,6.457566293815773,4.520822660415957,8.588131550464588,8.717977624023753
taxi-H8-N192-D4-R0.7,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.7,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999428,8.446043165467627,8.443609022556391,0.030174809165813884,0.9965441244965821,142,6.350217945589712,4.475827209749752,6.457566293815773,4.520822660415957,9.483296992414537,9.622142156106943
taxi-H8-N192-D4-R0.9,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.9,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999428,8.446043165467627,8.443609022556391,0.030174809165813884,0.9965441244965821,142,6.350217945589712,4.475827209749752,6.457566293815773,4.520822660415957,10.378462434364488,10.526306688190136
taxi-H8-N192-D4-R1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,1.0,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999428,8.446043165467627,8.443609022556391,0.030174809165813884,0.9965441244965821,142,6.350217945589712,4.475827209749752,6.457566293815773,4.520822660415957,10.826045155339465,10.97838895423173
taxi-H8-N192-D4-R0,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.0,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999428,12.18421052631579,12.146788990825687,0.030174809165813884,0.9965441244965821,142,3.7720463615249926,7.777059085576889,3.9862237127112534,7.709537220091894,3.7720463615249926,3.9862237127112534
taxi-H8-N192-D4-R0.1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.1,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999428,12.18421052631579,12.146788990825687,0.030174809165813884,0.9965441244965821,142,3.7720463615249926,7.777059085576889,3.9862237127112534,7.709537220091894,4.549752270082681,4.757177434720443
taxi-H8-N192-D4-R0.3,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.3,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999428,12.18421052631579,12.146788990825687,0.030174809165813884,0.9965441244965821,142,3.7720463615249926,7.777059085576889,3.9862237127112534,7.709537220091894,6.105164087198059,6.299084878738821
taxi-H8-N192-D4-R0.5,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.5,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999428,12.18421052631579,12.146788990825687,0.030174809165813884,0.9965441244965821,142,3.7720463615249926,7.777059085576889,3.9862237127112534,7.709537220091894,7.660575904313437,7.8409923227572005
taxi-H8-N192-D4-R0.7,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.7,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999428,12.18421052631579,12.146788990825687,0.030174809165813884,0.9965441244965821,142,3.7720463615249926,7.777059085576889,3.9862237127112534,7.709537220091894,9.215987721428814,9.38289976677558
taxi-H8-N192-D4-R0.9,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,0.9,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999428,12.18421052631579,12.146788990825687,0.030174809165813884,0.9965441244965821,142,3.7720463615249926,7.777059085576889,3.9862237127112534,7.709537220091894,10.771399538544193,10.924807210793958
taxi-H8-N192-D4-R1,taxi-H8-N192-D4,taxi,8,192,2304,1000000,4,1.0,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999428,12.18421052631579,12.146788990825687,0.030174809165813884,0.9965441244965821,142,3.7720463615249926,7.777059085576889,3.9862237127112534,7.709537220091894,11.549105447101882,11.695760932803147
taxi-H8-N192-D8-R0,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.0,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999424,1.0,1.0,0.030174809165813884,0.9964945415190717,142,9.206839468573717,0.0,9.345793500660314,0.0,9.206839468573717,9.345793500660314
taxi-H8-N192-D8-R0.1,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.1,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999424,1.0,1.0,0.030174809165813884,0.9964945415190717,142,9.206839468573717,0.0,9.345793500660314,0.0,9.206839468573717,9.345793500660314
taxi-H8-N192-D8-R0.3,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.3,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999424,1.0,1.0,0.030174809165813884,0.9964945415190717,142,9.206839468573717,0.0,9.345793500660314,0.0,9.206839468573717,9.345793500660314
taxi-H8-N192-D8-R0.5,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.5,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999424,1.0,1.0,0.030174809165813884,0.9964945415190717,142,9.206839468573717,0.0,9.345793500660314,0.0,9.206839468573717,9.345793500660314
taxi-H8-N192-D8-R0.7,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.7,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999424,1.0,1.0,0.030174809165813884,0.9964945415190717,142,9.206839468573717,0.0,9.345793500660314,0.0,9.206839468573717,9.345793500660314
taxi-H8-N192-D8-R0.9,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.9,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999424,1.0,1.0,0.030174809165813884,0.9964945415190717,142,9.206839468573717,0.0,9.345793500660314,0.0,9.206839468573717,9.345793500660314
taxi-H8-N192-D8-R1,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,1.0,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999424,1.0,1.0,0.030174809165813884,0.9964945415190717,142,9.206839468573717,0.0,9.345793500660314,0.0,9.206839468573717,9.345793500660314
taxi-H8-N192-D8-R0,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.0,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999424,4.0,4.0,0.030174809165813884,0.9964945415190717,142,3.0832748946000463,7.112142948902272,3.176919057589472,7.161127087217732,3.0832748946000463,3.176919057589472
taxi-H8-N192-D8-R0.1,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.1,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999424,4.0,4.0,0.030174809165813884,0.9964945415190717,142,3.0832748946000463,7.112142948902272,3.176919057589472,7.161127087217732,3.7944891894902737,3.8930317663112453
taxi-H8-N192-D8-R0.3,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.3,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999424,4.0,4.0,0.030174809165813884,0.9964945415190717,142,3.0832748946000463,7.112142948902272,3.176919057589472,7.161127087217732,5.216917779270728,5.3252571837547915
taxi-H8-N192-D8-R0.5,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.5,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999424,4.0,4.0,0.030174809165813884,0.9964945415190717,142,3.0832748946000463,7.112142948902272,3.176919057589472,7.161127087217732,6.639346369051182,6.757482601198339
taxi-H8-N192-D8-R0.7,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.7,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999424,4.0,4.0,0.030174809165813884,0.9964945415190717,142,3.0832748946000463,7.112142948902272,3.176919057589472,7.161127087217732,8.061774958831636,8.189708018641884
taxi-H8-N192-D8-R0.9,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.9,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999424,4.0,4.0,0.030174809165813884,0.9964945415190717,142,3.0832748946000463,7.112142948902272,3.176919057589472,7.161127087217732,9.484203548612092,9.621933436085431
taxi-H8-N192-D8-R1,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,1.0,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999424,4.0,4.0,0.030174809165813884,0.9964945415190717,142,3.0832748946000463,7.112142948902272,3.176919057589472,7.161127087217732,10.195417843502318,10.338046144807205
taxi-H8-N192-D8-R0,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.0,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999424,16.0,16.0,0.030174809165813884,0.9964945415190717,142,3.8012713505020144,8.903064780413171,4.032639831661845,8.841285791467174,3.8012713505020144,4.032639831661845
taxi-H8-N192-D8-R0.1,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.1,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999424,16.0,16.0,0.030174809165813884,0.9964945415190717,142,3.8012713505020144,8.903064780413171,4.032639831661845,8.841285791467174,4.691577828543331,4.9167684108085625
taxi-H8-N192-D8-R0.3,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.3,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999424,16.0,16.0,0.030174809165813884,0.9964945415190717,142,3.8012713505020144,8.903064780413171,4.032639831661845,8.841285791467174,6.472190784625965,6.685025569101997
taxi-H8-N192-D8-R0.5,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.5,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999424,16.0,16.0,0.030174809165813884,0.9964945415190717,142,3.8012713505020144,8.903064780413171,4.032639831661845,8.841285791467174,8.2528037407086,8.453282727395433
taxi-H8-N192-D8-R0.7,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.7,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999424,16.0,16.0,0.030174809165813884,0.9964945415190717,142,3.8012713505020144,8.903064780413171,4.032639831661845,8.841285791467174,10.033416696791233,10.221539885688866
taxi-H8-N192-D8-R0.9,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.9,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999424,16.0,16.0,0.030174809165813884,0.9964945415190717,142,3.8012713505020144,8.903064780413171,4.032639831661845,8.841285791467174,11.814029652873868,11.989797043982302
taxi-H8-N192-D8-R1,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,1.0,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999424,16.0,16.0,0.030174809165813884,0.9964945415190717,142,3.8012713505020144,8.903064780413171,4.032639831661845,8.841285791467174,12.704336130915186,12.873925623129018
taxi-H8-N192-D8-R0,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.0,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999424,12.283185840707965,12.25,0.030174809165813884,0.9964945415190717,142,4.647998734168661,7.395830949200082,4.889786650560867,7.351744112788158,4.647998734168661,4.889786650560867
taxi-H8-N192-D8-R0.1,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.1,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999424,12.283185840707965,12.25,0.030174809165813884,0.9964945415190717,142,4.647998734168661,7.395830949200082,4.889786650560867,7.351744112788158,5.38758182908867,5.6249610618396835
taxi-H8-N192-D8-R0.3,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.3,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999424,12.283185840707965,12.25,0.030174809165813884,0.9964945415190717,142,4.647998734168661,7.395830949200082,4.889786650560867,7.351744112788158,6.866748018928686,7.095309884397315
taxi-H8-N192-D8-R0.5,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.5,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999424,12.283185840707965,12.25,0.030174809165813884,0.9964945415190717,142,4.647998734168661,7.395830949200082,4.889786650560867,7.351744112788158,8.345914208768702,8.565658706954947
taxi-H8-N192-D8-R0.7,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.7,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999424,12.283185840707965,12.25,0.030174809165813884,0.9964945415190717,142,4.647998734168661,7.395830949200082,4.889786650560867,7.351744112788158,9.82508039860872,10.036007529512577
taxi-H8-N192-D8-R0.9,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.9,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999424,12.283185840707965,12.25,0.030174809165813884,0.9964945415190717,142,4.647998734168661,7.395830949200082,4.889786650560867,7.351744112788158,11.304246588448734,11.50635635207021
taxi-H8-N192-D8-R1,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,1.0,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999424,12.283185840707965,12.25,0.030174809165813884,0.9964945415190717,142,4.647998734168661,7.395830949200082,4.889786650560867,7.351744112788158,12.043829683368743,12.241530763349026
taxi-H8-N192-D8-R0,taxi-H8-N192-D8,taxi,8,192,2304,1000000,8,0.0,q1-to-q16-f0.5,two_stage,139,133,2301,2202,147,141,2208,999424,8.553956834532373,8.556390977443609,0.030174809165813884,0.9964945415190717,142,6.837728895154406,4.44087242928134,7.051352926668127,4.3857257670933345,6.837728895154406,7.051352926668127
