seed,seed_index,max_delay,policy,block,scenario,selected_num_agents,selected_eta,block_spent,probe_cost,estimated_rho_global,estimated_rho_cluster,estimated_rho_idiosyncratic,true_rho_global,true_rho_cluster,num_agents,eta,proxy_risk,lrv_used,predicted_exploitation_updates
20260729,0,16,sparse_adaptive,0.0,independent,2.0,0.009170040432046712,1998.0,48.0,0.05150041423220709,0.0,0.9484995857677929,0.0,0.0,2.0,0.009170040432046712,0.011988405913232154,2.1460529718198007,325.0
20260729,0,16,sparse_adaptive,1.0,independent,32.0,0.027085110938737847,1992.0,48.0,0.0,0.0,1.0,0.0,0.0,32.0,0.027085110938737847,0.000997262957287322,0.04687499999999999,54.0
20260729,0,16,sparse_adaptive,2.0,independent,32.0,0.0025,1992.0,48.0,0.0,0.09891841113666099,0.9010815888633391,0.0,0.0,32.0,0.0025,8.621769837984154e-05,0.18238902016830277,54.0
20260729,0,16,sparse_adaptive,3.0,independent,32.0,0.0025,1992.0,48.0,0.0,0.4070561711642491,0.5929438288357509,0.0,0.0,32.0,0.0025,0.00036216820160256446,0.6045246584905231,54.0
20260729,0,16,sparse_adaptive,4.0,clustered,4.0,0.0025,2000.0,48.0,0.0,0.46265380240929915,0.5373461975907008,0.0,0.6,4.0,0.0025,0.001172828170356838,0.7760036386517708,244.0
20260729,0,16,sparse_adaptive,5.0,clustered,32.0,0.0025,1992.0,48.0,0.048041286358576886,0.3852687134041524,0.5666900002372707,0.0,0.6,32.0,0.0025,0.0007473054847213146,2.4460349998047604,54.0
20260729,0,16,sparse_adaptive,6.0,clustered,32.0,0.0025,1992.0,48.0,0.24095616547388182,0.2641978054424372,0.49484602908368086,0.0,0.6,32.0,0.0025,0.004855077603663621,9.794810400794299,54.0
20260729,0,16,sparse_adaptive,7.0,clustered,32.0,0.0025,1992.0,48.0,0.18039635776671664,0.3450719647877137,0.47453167744556973,0.0,0.6,32.0,0.0025,0.002983004920315481,7.546610803123821,54.0
20260729,0,16,sparse_adaptive,8.0,global,32.0,0.0025,1992.0,48.0,0.22700156604211785,0.3212217352316291,0.45177669872625303,0.6,0.0,32.0,0.0025,0.004514382711642152,9.329355505641976,54.0
20260729,0,16,sparse_adaptive,9.0,global,2.0,0.0025,1998.0,48.0,0.07746861061116338,0.3046299547027289,0.6179014346861079,0.6,0.0,2.0,0.0025,0.004754703805986359,3.3281077426901624,325.0
20260729,0,16,sparse_adaptive,10.0,global,32.0,0.0025,1992.0,48.0,0.3500082921529171,0.0,0.6499917078470828,0.6,0.0,32.0,0.0025,0.009234104324307938,13.680791755269087,54.0
20260729,0,16,sparse_adaptive,11.0,global,32.0,0.0025,1992.0,48.0,0.3165061382844995,0.06985335585660062,0.6136405058588998,0.6,0.0,32.0,0.0025,0.003806229066940424,12.471474297285612,54.0
20260729,0,16,sparse_adaptive,12.0,mixed,32.0,0.0025,1992.0,48.0,0.2340924649914573,0.28053902006967885,0.4853685149388638,0.3,0.4,32.0,0.0025,0.004999685500431202,9.54983458763343,54.0
20260729,0,16,sparse_adaptive,13.0,mixed,32.0,0.0025,1992.0,48.0,0.10903870226132337,0.31679017144748994,0.5741711262911868,0.3,0.4,32.0,0.0025,0.0050477661767742345,4.728262273345641,54.0
20260729,0,16,sparse_adaptive,14.0,mixed,32.0,0.0025,1992.0,48.0,0.1461604674264957,0.22838492466082125,0.625454607912683,0.3,0.4,32.0,0.0025,0.004210720192409827,6.053159600327226,54.0
