seed_index,max_delay,regime,policy,regime_mse,oracle_regime_mse,normalized_regime_score
28,16,independent,sparse_adaptive,0.0009547623331918407,8.448669108253189e-05,11.300742412306917
28,16,clustered,sparse_adaptive,0.0013719412514433824,0.0004140639804875953,3.3133557036953705
28,16,global,sparse_adaptive,0.012504724372998313,0.018410902449926103,0.6792021416119395
28,16,mixed,sparse_adaptive,0.0057259808029525554,0.00046821019309388695,12.2295090696677
29,4,independent,sparse_adaptive,0.00011017027126041139,0.00024856956509602545,0.4432170576387792
29,4,clustered,sparse_adaptive,0.00031493824992265805,0.0002363093096793538,1.3327373786077037
29,4,global,sparse_adaptive,0.0017148446597965716,0.01583239285678404,0.10831241211032581
29,4,mixed,sparse_adaptive,0.0022468253577757383,0.00023242688823869577,9.666804795270988
29,16,independent,sparse_adaptive,0.0003855313821181795,3.314047295216936e-05,11.633249250081771
29,16,clustered,sparse_adaptive,0.00300178037495032,0.00018271189593674228,16.429036322788654
29,16,global,sparse_adaptive,0.008251911638811064,0.020108818792942854,0.41036282258941303
29,16,mixed,sparse_adaptive,0.0003254741453109337,0.0006798883254581362,0.4787170673825236
30,4,independent,sparse_adaptive,0.00047223086308973165,0.0001969751838241512,2.397412983309176
30,4,clustered,sparse_adaptive,0.0023722555091414506,0.001750164082631218,1.3554474878578084
30,4,global,sparse_adaptive,0.010677422898647919,0.002843786118999633,3.754650473645306
30,4,mixed,sparse_adaptive,0.0008151772620033401,0.0025002031410161656,0.3260444116041007
30,16,independent,sparse_adaptive,0.0003584089033349867,0.0005622220905337026,0.6374863410200736
30,16,clustered,sparse_adaptive,0.0003777791173044277,0.0012353419918805309,0.30580933845642516
30,16,global,sparse_adaptive,0.003633617694136302,0.0007445623613150576,4.880205988009587
30,16,mixed,sparse_adaptive,0.003428929872674445,0.005520845489685891,0.6210878169078292
31,4,independent,sparse_adaptive,0.00026060030979546954,0.0004771045738516823,0.5462121389691025
31,4,clustered,sparse_adaptive,0.0008960115461693922,6.261496669306e-05,14.309862218112505
31,4,global,sparse_adaptive,0.02649448169215851,0.012575382713435019,2.1068529122261146
31,4,mixed,sparse_adaptive,0.005095534647275221,0.010223060496359517,0.49843534126495354
31,16,independent,sparse_adaptive,2.7060879280826797e-05,0.00034528241767904557,0.07837317481361306
31,16,clustered,sparse_adaptive,0.00018718410958785847,8.16962143995021e-05,2.2912213370439756
31,16,global,sparse_adaptive,0.0037557977966748935,0.004558331779948545,0.8239412965059094
31,16,mixed,sparse_adaptive,0.0023194473485830852,0.011553608001999342,0.20075524011042326
32,4,independent,sparse_adaptive,7.990562227515354e-05,0.0002005383712142056,0.39845552644786436
32,4,clustered,sparse_adaptive,0.0002643081082596067,0.0011677231349323336,0.22634484181468462
32,4,global,sparse_adaptive,0.0063921614440442896,0.02822764920595237,0.22645036422998954
32,4,mixed,sparse_adaptive,0.0017658968583891671,0.02441675260458401,0.07232316626976992
32,16,independent,sparse_adaptive,0.00022568149064586203,2.0132548148717727e-05,11.209782734841543
32,16,clustered,sparse_adaptive,0.000608857899458657,0.00023864908783804197,2.5512684962443917
32,16,global,sparse_adaptive,0.018864525879402547,0.006984941914845928,2.7007419831663206
32,16,mixed,sparse_adaptive,0.002379766168642473,0.01387626460488151,0.1714990479358039
33,4,independent,sparse_adaptive,0.00040718210230678806,0.000996373701654846,0.40866404003890505
33,4,clustered,sparse_adaptive,0.0008949702760500822,0.00025552131090229933,3.5025269434073993
33,4,global,sparse_adaptive,0.0018793419065982163,0.006132552648502433,0.3064534483951232
33,4,mixed,sparse_adaptive,0.00446336671871823,0.0009099517566886423,4.905058631856082
33,16,independent,sparse_adaptive,0.0009152707036014293,0.00041422136359196577,2.2096173303678968
33,16,clustered,sparse_adaptive,0.0021817381844983683,0.00026316232350297435,8.29046557826774
33,16,global,sparse_adaptive,0.02397338433885035,0.00707346603672887,3.3891990453292484
33,16,mixed,sparse_adaptive,0.002687420266747896,0.000648884603096311,4.141599683401664
34,4,independent,sparse_adaptive,0.000286524210094167,0.0004833060752053264,0.5928421445404776
34,4,clustered,sparse_adaptive,0.0030285917028028465,0.0004802329938454363,6.306504845807415
34,4,global,sparse_adaptive,0.0013275338369722486,0.01385982721826767,0.09578285616883586
34,4,mixed,sparse_adaptive,0.0047324559264548495,0.0012725091786171248,3.7189955137280473
34,16,independent,sparse_adaptive,8.857133820250156e-05,0.0004083360025354409,0.21690798179083937
34,16,clustered,sparse_adaptive,0.0029822615709731255,0.00022875363765515936,13.037001734891811
34,16,global,sparse_adaptive,0.02541274680283558,0.0021481540187499888,11.83003945760987
34,16,mixed,sparse_adaptive,0.0037876236194103524,0.001131314289405912,3.347985307778045
35,4,independent,sparse_adaptive,0.0011039467281745562,9.459927950103979e-05,11.669716027408244
35,4,clustered,sparse_adaptive,4.906695354499034e-05,0.00016806487358344237,0.29195246156317806
35,4,global,sparse_adaptive,0.008346443222929913,0.008128942582332769,1.0267563263480115
35,4,mixed,sparse_adaptive,0.021124976310613146,0.00026189136047196894,80.66312791893041
35,16,independent,sparse_adaptive,0.00027129815567004695,7.883035011709807e-06,34.41544471983808
35,16,clustered,sparse_adaptive,9.14541474699873e-05,0.00013038384613583634,0.7014223784648034
35,16,global,sparse_adaptive,0.01994586592718465,0.007781220946950068,2.5633337060044084
35,16,mixed,sparse_adaptive,0.008796646773789487,0.001869658606336461,4.704948135438612
36,4,independent,sparse_adaptive,1.3647929786233078e-05,0.0004900405439546648,0.027850613494330972
36,4,clustered,sparse_adaptive,0.0002493367428482873,0.001376161544455174,0.18118275710647064
36,4,global,sparse_adaptive,0.01809727980114955,0.01968343552947651,0.9194167234702678
36,4,mixed,sparse_adaptive,0.05308399081756848,0.0014193337243302785,37.40064081308044
36,16,independent,sparse_adaptive,0.0028754252676555904,7.3415991092942035e-06,391.66198328854597
36,16,clustered,sparse_adaptive,0.0012231700759738106,0.0011525008433975557,1.0613181612673905
36,16,global,sparse_adaptive,0.03224886662815417,0.009966605196865798,3.2356921931948786
36,16,mixed,sparse_adaptive,0.008959178486632757,0.0011098330735048608,8.072545953545614
37,4,independent,sparse_adaptive,0.00013492262452552607,4.529522659623562e-05,2.978738261500146
37,4,clustered,sparse_adaptive,0.00013829968149814338,0.0014639000374396405,0.09447344624707392
37,4,global,sparse_adaptive,0.023308319460862596,0.0021404764143987958,10.889313848108575
37,4,mixed,sparse_adaptive,0.011010406578661374,0.010721311477827155,1.0269645277475707
37,16,independent,sparse_adaptive,0.00032133507956236924,0.0001267045346875061,2.5360977044340545
37,16,clustered,sparse_adaptive,9.455660886037373e-05,0.0009649767348501655,0.09798848557219961
37,16,global,sparse_adaptive,0.013986644491301358,0.003828544583145844,3.6532536548937857
37,16,mixed,sparse_adaptive,0.007956001350127258,0.010300768707061841,0.7723696722432867
38,4,independent,sparse_adaptive,0.00046810908562313806,3.25760572426045e-05,14.369728114638841
38,4,clustered,sparse_adaptive,0.0032124317317424175,0.0012861178835094473,2.4977739388683498
38,4,global,sparse_adaptive,0.005203820634455132,0.0005791390908348616,8.985441868469856
38,4,mixed,sparse_adaptive,0.006468619343807494,0.005014047453654415,1.290099346605293
38,16,independent,sparse_adaptive,0.00023518382850309605,0.00039712527481606364,0.592215714832117
38,16,clustered,sparse_adaptive,0.0008715865522053471,0.0006452332938268661,1.3508083983639223
