path,budget,error_amplitude,max_delay,overhead,q_at_zero,q_at_high,nonincreasing,responsive,high_strength_margin,well_separated
global,250,0.03,4,4,32.0,32.0,True,False,0.5090414629447121,False
global,250,0.03,4,16,32.0,32.0,True,False,0.18090059933095404,False
global,250,0.03,16,0,8.0,32.0,False,False,0.6220188625915772,False
global,250,0.03,16,4,32.0,32.0,True,False,0.5134088926685193,False
global,250,0.03,16,16,32.0,32.0,True,False,0.18312542851718977,False
global,250,0.03,32,0,8.0,32.0,False,False,0.6306158569722369,False
global,250,0.03,32,4,32.0,32.0,True,False,0.5197234623056465,False
global,250,0.03,32,16,32.0,32.0,True,False,0.18477933438624655,False
global,250,0.1,0,0,2.0,32.0,False,False,0.09363066006931746,False
global,250,0.1,0,4,16.0,32.0,False,False,0.07152805143094523,False
global,250,0.1,0,16,32.0,32.0,False,False,0.023164470691777517,False
global,250,0.1,4,0,2.0,32.0,False,False,0.0933535084192376,False
global,250,0.1,4,4,16.0,32.0,False,False,0.07130348425257046,False
global,250,0.1,4,16,32.0,32.0,False,False,0.022951814728189718,False
global,250,0.1,16,0,2.0,32.0,False,False,0.09444900074475075,False
global,250,0.1,16,4,16.0,32.0,False,False,0.07222615253491203,False
global,250,0.1,16,16,32.0,32.0,False,False,0.023333884197638675,False
global,250,0.1,32,0,2.0,32.0,False,False,0.09607121828658215,False
global,250,0.1,32,4,16.0,32.0,False,False,0.07331922258895278,False
global,250,0.1,32,16,32.0,32.0,False,False,0.023595722697961057,False
global,250,0.3,0,0,8.0,1.0,True,False,0.3730342238387123,False
global,250,0.3,0,4,8.0,1.0,True,False,0.049187489900675355,False
global,250,0.3,0,16,8.0,1.0,True,False,0.008894506978433381,False
global,250,0.3,4,0,8.0,1.0,True,False,0.3730342238387123,False
global,250,0.3,4,4,8.0,1.0,True,False,0.049187489900675355,False
global,250,0.3,4,16,8.0,1.0,True,False,0.008894506978433381,False
global,250,0.3,16,0,8.0,1.0,True,False,0.3730342238387123,False
global,250,0.3,16,4,8.0,1.0,True,False,0.049187489900675355,False
global,250,0.3,16,16,8.0,1.0,True,False,0.008894506978433381,False
global,250,0.3,32,0,16.0,1.0,True,True,0.3730342238387123,True
global,250,0.3,32,4,16.0,1.0,True,True,0.049187489900675355,False
global,250,0.3,32,16,8.0,1.0,True,False,0.008894506978433381,False
global,250,1.0,0,0,4.0,1.0,True,False,0.8215606704649369,False
global,250,1.0,0,4,4.0,1.0,True,False,0.19961614147453238,False
global,250,1.0,0,16,2.0,1.0,True,False,0.06629725927030224,False
global,250,1.0,4,0,4.0,1.0,True,False,0.8215606704649369,False
global,250,1.0,4,4,4.0,1.0,True,False,0.19961614147453238,False
global,250,1.0,4,16,2.0,1.0,True,False,0.06629725927030224,False
global,250,1.0,16,0,4.0,1.0,True,False,0.8215606704649369,False
global,250,1.0,16,4,4.0,1.0,True,False,0.19961614147453238,False
global,250,1.0,16,16,2.0,1.0,True,False,0.06629725927030224,False
global,250,1.0,32,0,8.0,1.0,True,False,0.8215606704649369,False
global,250,1.0,32,4,4.0,1.0,True,False,0.19961614147453238,False
global,250,1.0,32,16,4.0,1.0,True,False,0.06629725927030224,False
global,500,0.01,0,0,32.0,32.0,True,False,0.90450215791577,False
global,500,0.01,0,4,32.0,32.0,True,False,0.7875607817704054,False
global,500,0.01,0,16,32.0,32.0,True,False,0.4217420737811338,False
global,500,0.01,4,0,32.0,32.0,True,False,0.8964475001556061,False
global,500,0.01,4,4,32.0,32.0,True,False,0.7802159636339081,False
global,500,0.01,4,16,32.0,32.0,True,False,0.41625822348670866,False
global,500,0.01,16,0,32.0,32.0,True,False,0.8865190006490348,False
global,500,0.01,16,4,32.0,32.0,True,False,0.7735491791254232,False
global,500,0.01,16,16,32.0,32.0,True,False,0.4142828319540275,False
global,500,0.01,32,0,32.0,32.0,True,False,0.8963491402589965,False
global,500,0.01,32,4,32.0,32.0,True,False,0.7839196036397877,False
global,500,0.01,32,16,32.0,32.0,True,False,0.4215994579987393,False
global,500,0.03,0,0,8.0,32.0,False,False,0.7055278739975877,False
global,500,0.03,0,4,32.0,32.0,True,False,0.5956813632258113,False
global,500,0.03,0,16,32.0,32.0,True,False,0.29880242024026865,False
global,500,0.03,4,0,8.0,32.0,False,False,0.7000524876009772,False
global,500,0.03,4,4,32.0,32.0,True,False,0.5908656473653152,False
global,500,0.03,4,16,32.0,32.0,True,False,0.2953253215200427,False
global,500,0.03,16,0,8.0,32.0,False,False,0.6943813214499654,False
global,500,0.03,16,4,32.0,32.0,True,False,0.5875556187078472,False
global,500,0.03,16,16,32.0,32.0,True,False,0.29472227209892765,False
global,500,0.03,32,0,8.0,32.0,False,False,0.7030331418536035,False
global,500,0.03,32,4,32.0,32.0,True,False,0.5961545057004157,False
global,500,0.03,32,16,32.0,32.0,True,False,0.30022999432207165,False
global,500,0.1,0,0,1.0,32.0,False,False,0.15971277771798392,False
global,500,0.1,0,4,32.0,32.0,False,False,0.12435429474325879,False
global,500,0.1,0,16,32.0,32.0,False,False,0.05357135985073677,False
global,500,0.1,4,0,1.0,32.0,False,False,0.15889772226587653,False
global,500,0.1,4,4,32.0,32.0,False,False,0.12365552655013672,False
global,500,0.1,4,16,32.0,32.0,False,False,0.05302273301247061,False
global,500,0.1,16,0,32.0,32.0,False,False,0.15899929587872624,False
global,500,0.1,16,4,32.0,32.0,False,False,0.12394271357853692,False
global,500,0.1,16,16,32.0,32.0,False,False,0.05324267369833084,False
global,500,0.1,32,0,32.0,32.0,False,False,0.16199032101475352,False
global,500,0.1,32,4,32.0,32.0,False,False,0.12647669304751716,False
global,500,0.1,32,16,32.0,32.0,False,False,0.05453034290065925,False
global,500,0.3,0,0,1.0,1.0,True,False,0.4937843079457364,False
global,500,0.3,0,4,16.0,1.0,True,True,0.0821427687629024,True
global,500,0.3,0,16,8.0,1.0,True,False,0.017813359699299914,False
global,500,0.3,4,0,1.0,1.0,True,False,0.4937843079457364,False
global,500,0.3,4,4,16.0,1.0,True,True,0.0821427687629024,True
global,500,0.3,4,16,16.0,1.0,True,True,0.017813359699299914,False
global,500,0.3,16,0,32.0,1.0,True,True,0.4937843079457364,True
global,500,0.3,16,4,32.0,1.0,True,True,0.0821427687629024,True
global,500,0.3,16,16,16.0,1.0,True,True,0.017813359699299914,False
global,500,0.3,32,0,32.0,1.0,True,True,0.4937843079457364,True
global,500,0.3,32,4,32.0,1.0,True,True,0.0821427687629024,True
global,500,0.3,32,16,16.0,1.0,True,True,0.017813359699299914,False
global,500,1.0,0,0,2.0,1.0,True,False,0.8713900635156765,False
global,500,1.0,0,4,8.0,1.0,True,False,0.23138456154990672,False
global,500,1.0,0,16,4.0,1.0,True,False,0.09422512138176597,False
global,500,1.0,4,0,2.0,1.0,True,False,0.8713900635156765,False
global,500,1.0,4,4,8.0,1.0,True,False,0.23138456154990672,False
global,500,1.0,4,16,4.0,1.0,True,False,0.09422512138176597,False
global,500,1.0,16,0,32.0,1.0,True,True,0.8713900635156765,True
global,500,1.0,16,4,8.0,1.0,True,False,0.23138456154990672,False
global,500,1.0,16,16,4.0,1.0,True,False,0.09422512138176597,False
global,500,1.0,32,0,16.0,1.0,True,True,0.8713900635156765,True
global,500,1.0,32,4,16.0,1.0,True,True,0.23138456154990672,True
global,500,1.0,32,16,16.0,1.0,True,True,0.09422512138176597,True
global,1000,0.01,0,0,32.0,32.0,True,False,0.7949127391820475,False
global,1000,0.01,0,4,32.0,32.0,True,False,0.6929325886253204,False
global,1000,0.01,0,16,32.0,32.0,True,False,0.45812695407180537,False
global,1000,0.01,4,0,32.0,32.0,True,False,0.7866389837150716,False
global,1000,0.01,4,4,32.0,32.0,True,False,0.685212483294772,False
global,1000,0.01,4,16,32.0,32.0,True,False,0.4516755851995443,False
global,1000,0.01,16,0,32.0,32.0,True,False,0.7671565207244225,False
global,1000,0.01,16,4,32.0,32.0,True,False,0.6681509776996806,False
global,1000,0.01,16,16,32.0,32.0,True,False,0.4399030944086982,False
global,1000,0.01,32,0,32.0,32.0,True,False,0.7580125946718665,False
global,1000,0.01,32,4,32.0,32.0,True,False,0.6633517898011319,False
global,1000,0.01,32,16,32.0,32.0,True,False,0.44203296664012265,False
global,1000,0.03,0,0,8.0,32.0,False,False,0.6942202118604454,False
global,1000,0.03,0,4,32.0,32.0,True,False,0.5950641231166524,False
global,1000,0.03,0,16,32.0,32.0,True,False,0.37647330116069955,False
global,1000,0.03,4,0,8.0,32.0,False,False,0.687438068045146,False
global,1000,0.03,4,4,32.0,32.0,True,False,0.5888576788638054,False
global,1000,0.03,4,16,32.0,32.0,True,False,0.37149806677417013,False
global,1000,0.03,16,0,8.0,32.0,False,False,0.6719165487580654,False
global,1000,0.03,16,4,32.0,32.0,True,False,0.5755867815897607,False
global,1000,0.03,16,16,32.0,32.0,True,False,0.36280055367292596,False
global,1000,0.03,32,0,8.0,32.0,False,False,0.6652220362755349,False
global,1000,0.03,32,4,32.0,32.0,True,False,0.5725598201787877,False
global,1000,0.03,32,16,32.0,32.0,True,False,0.3651790533204101,False
global,1000,0.1,0,0,2.0,32.0,False,False,0.23367587975274415,False
global,1000,0.1,0,4,32.0,32.0,False,False,0.1858952669697184,False
global,1000,0.1,0,16,32.0,32.0,False,False,0.08644264197237751,False
global,1000,0.1,4,0,2.0,32.0,False,False,0.23194258528182424,False
global,1000,0.1,4,4,32.0,32.0,False,False,0.18437806313002741,False
global,1000,0.1,4,16,32.0,32.0,False,False,0.08477227826516441,False
global,1000,0.1,16,0,32.0,32.0,False,False,0.22892041566608967,False
global,1000,0.1,16,4,32.0,32.0,False,False,0.18192668025999487,False
global,1000,0.1,16,16,32.0,32.0,False,False,0.0798717509896853,False
global,1000,0.1,32,0,32.0,32.0,False,False,0.22890686143824024,False
global,1000,0.1,32,4,32.0,32.0,False,False,0.18266018124773503,False
global,1000,0.1,32,16,32.0,32.0,False,False,0.07718185296046284,False
global,1000,0.3,0,0,8.0,1.0,True,False,0.28479333840672216,False
global,1000,0.3,0,4,16.0,1.0,True,True,0.1269402130891109,True
global,1000,0.3,0,16,16.0,1.0,True,True,0.03087152415725759,False
global,1000,0.3,4,0,32.0,1.0,True,True,0.28479333840672216,True
global,1000,0.3,4,4,32.0,1.0,True,True,0.1269402130891109,True
global,1000,0.3,4,16,32.0,1.0,True,True,0.03087152415725759,False
global,1000,0.3,16,0,32.0,1.0,True,True,0.28479333840672216,True
global,1000,0.3,16,4,32.0,1.0,True,True,0.1269402130891109,True
global,1000,0.3,16,16,32.0,1.0,True,True,0.03087152415725759,False
global,1000,0.3,32,0,32.0,1.0,True,True,0.28479333840672216,True
global,1000,0.3,32,4,32.0,1.0,True,True,0.1269402130891109,True
global,1000,0.3,32,16,32.0,1.0,True,True,0.03087152415725759,False
global,1000,1.0,0,0,1.0,1.0,True,False,0.9324606879456273,False
global,1000,1.0,0,4,16.0,1.0,True,True,0.25265290535028334,True
global,1000,1.0,0,16,8.0,1.0,True,False,0.1031483705259202,False
global,1000,1.0,4,0,1.0,1.0,True,False,0.9324606879456273,False
global,1000,1.0,4,4,16.0,1.0,True,True,0.25265290535028334,True
global,1000,1.0,4,16,8.0,1.0,True,False,0.1031483705259202,False
global,1000,1.0,16,0,16.0,1.0,True,True,0.9324606879456273,True
global,1000,1.0,16,4,32.0,1.0,True,True,0.25265290535028334,True
global,1000,1.0,16,16,16.0,1.0,True,True,0.1031483705259202,True
global,1000,1.0,32,0,32.0,1.0,True,True,0.9324606879456273,True
global,1000,1.0,32,4,16.0,1.0,True,True,0.25265290535028334,True
global,1000,1.0,32,16,16.0,1.0,True,True,0.1031483705259202,True
global,2000,0.01,0,0,32.0,32.0,True,False,0.6922903922546867,False
global,2000,0.01,0,4,32.0,32.0,True,False,0.5885034207152643,False
global,2000,0.01,0,16,32.0,32.0,True,False,0.39600106306729677,False
global,2000,0.01,4,0,32.0,32.0,True,False,0.6843553273004683,False
global,2000,0.01,4,4,32.0,32.0,True,False,0.5810739824727414,False
global,2000,0.01,4,16,32.0,32.0,True,False,0.3895169240488415,False
global,2000,0.01,16,0,32.0,32.0,True,False,0.6618033579104354,False
global,2000,0.01,16,4,32.0,32.0,True,False,0.5604902711964558,False
global,2000,0.01,16,16,32.0,32.0,True,False,0.37275714548344724,False
global,2000,0.01,32,0,32.0,32.0,True,False,0.6392319142334972,False
global,2000,0.01,32,4,32.0,32.0,True,False,0.5410172079877971,False
global,2000,0.01,32,16,32.0,32.0,True,False,0.359895819105818,False
global,2000,0.03,0,0,16.0,32.0,False,False,0.6413365494201895,False
global,2000,0.03,0,4,32.0,32.0,True,False,0.5409059082890402,False
global,2000,0.03,0,16,32.0,32.0,True,False,0.355526199685846,False
global,2000,0.03,4,0,16.0,32.0,False,False,0.6341784788479031,False
global,2000,0.03,4,4,32.0,32.0,True,False,0.53425593906868,False
global,2000,0.03,4,16,32.0,32.0,True,False,0.3498490647617766,False
global,2000,0.03,16,0,16.0,32.0,False,False,0.6140274994716899,False
global,2000,0.03,16,4,32.0,32.0,True,False,0.5160143050131457,False
global,2000,0.03,16,16,32.0,32.0,True,False,0.3353305725457205,False
global,2000,0.03,32,0,16.0,32.0,False,False,0.5939163584982364,False
global,2000,0.03,32,4,32.0,32.0,True,False,0.4988286215445021,False
global,2000,0.03,32,16,32.0,32.0,True,False,0.3243006782191338,False
global,2000,0.1,0,0,4.0,32.0,False,False,0.2986864750208192,False
global,2000,0.1,0,4,32.0,32.0,False,False,0.23897030043481737,False
global,2000,0.1,0,16,32.0,32.0,False,False,0.09222447708870854,False
global,2000,0.1,4,0,4.0,32.0,False,False,0.29578114547523215,False
global,2000,0.1,4,4,32.0,32.0,False,False,0.23635125310215893,False
global,2000,0.1,4,16,32.0,32.0,False,False,0.08944525680119962,False
global,2000,0.1,16,0,32.0,32.0,False,False,0.288421614947277,False
global,2000,0.1,16,4,32.0,32.0,False,False,0.2298581936302017,False
global,2000,0.1,16,16,32.0,32.0,False,False,0.07968862054397852,False
global,2000,0.1,32,0,32.0,32.0,False,False,0.28140681522814903,False
global,2000,0.1,32,4,32.0,32.0,False,False,0.22407950445119154,False
global,2000,0.1,32,16,32.0,32.0,False,False,0.06991043613488862,False
global,2000,0.3,0,0,2.0,1.0,True,False,0.12318713906213424,False
global,2000,0.3,0,4,32.0,1.0,True,True,0.16656287043275828,True
global,2000,0.3,0,16,32.0,1.0,True,True,0.0465056560045444,False
global,2000,0.3,4,0,2.0,1.0,True,False,0.12318713906213424,False
global,2000,0.3,4,4,32.0,1.0,True,True,0.16656287043275828,True
global,2000,0.3,4,16,32.0,1.0,True,True,0.0465056560045444,False
global,2000,0.3,16,0,32.0,1.0,True,True,0.12318713906213424,True
global,2000,0.3,16,4,32.0,1.0,True,True,0.16656287043275828,True
global,2000,0.3,16,16,32.0,1.0,True,True,0.0465056560045444,False
global,2000,0.3,32,0,32.0,1.0,True,True,0.12318713906213424,True
global,2000,0.3,32,4,32.0,1.0,True,True,0.16656287043275828,True
global,2000,0.3,32,16,32.0,1.0,True,True,0.0465056560045444,False
global,2000,1.0,0,0,16.0,1.0,True,True,0.3611778148054227,True
global,2000,1.0,0,4,32.0,1.0,True,True,0.23514358247302053,True
global,2000,1.0,0,16,32.0,1.0,True,True,0.11710185931052342,True
global,2000,1.0,4,0,16.0,1.0,True,True,0.3611778148054227,True
global,2000,1.0,4,4,32.0,1.0,True,True,0.23514358247302053,True
global,2000,1.0,4,16,32.0,1.0,True,True,0.11710185931052342,True
global,2000,1.0,16,0,32.0,1.0,True,True,0.3611778148054227,True
global,2000,1.0,16,4,32.0,1.0,True,True,0.23514358247302053,True
global,2000,1.0,16,16,32.0,1.0,True,True,0.11710185931052342,True
global,2000,1.0,32,0,32.0,1.0,True,True,0.3611778148054227,True
global,2000,1.0,32,4,16.0,1.0,True,True,0.23514358247302053,True
global,2000,1.0,32,16,32.0,1.0,True,True,0.11710185931052342,True
global,4000,0.01,0,0,32.0,32.0,True,False,0.39203278411336495,False
global,4000,0.01,0,4,32.0,32.0,True,False,0.4434408465386287,False
global,4000,0.01,0,16,32.0,32.0,True,False,0.3168311580908357,False
global,4000,0.01,4,0,32.0,32.0,True,False,0.3841229415229406,False
global,4000,0.01,4,4,32.0,32.0,True,False,0.43688779661998167,False
global,4000,0.01,4,16,32.0,32.0,True,False,0.3090402693422606,False
global,4000,0.01,16,0,32.0,32.0,True,False,0.3541618283831813,False
global,4000,0.01,16,4,32.0,32.0,True,False,0.41689489749319886,False
global,4000,0.01,16,16,32.0,32.0,True,False,0.2801500202563879,False
global,4000,0.01,32,0,32.0,32.0,True,False,0.3173231440964213,False
global,4000,0.01,32,4,32.0,32.0,True,False,0.3935091084317755,False
global,4000,0.01,32,16,32.0,32.0,True,False,0.24622938233293123,False
global,4000,0.03,0,0,32.0,32.0,True,False,0.3600974510194614,False
global,4000,0.03,0,4,32.0,32.0,True,False,0.42197664618289954,False
global,4000,0.03,0,16,32.0,32.0,True,False,0.2844994835304086,False
global,4000,0.03,4,0,32.0,32.0,True,False,0.3526098718095364,False
global,4000,0.03,4,4,32.0,32.0,True,False,0.41577459569258074,False
global,4000,0.03,4,16,32.0,32.0,True,False,0.2772540416094844,False
global,4000,0.03,16,0,32.0,32.0,True,False,0.32422351786900383,False
global,4000,0.03,16,4,32.0,32.0,True,False,0.39692452865502587,False
global,4000,0.03,16,16,32.0,32.0,True,False,0.25035079168617846,False
global,4000,0.03,32,0,32.0,32.0,True,False,0.289267316497786,False
global,4000,0.03,32,4,32.0,32.0,True,False,0.37485839849862335,False
global,4000,0.03,32,16,32.0,32.0,True,False,0.21869114559192285,False
global,4000,0.1,0,0,16.0,32.0,False,False,0.07862089896331421,False
global,4000,0.1,0,4,32.0,32.0,False,False,0.12047650744686475,False
global,4000,0.1,0,16,32.0,32.0,False,False,0.037598769979526596,False
global,4000,0.1,4,0,32.0,32.0,False,False,0.0743690043905126,False
global,4000,0.1,4,4,32.0,32.0,False,False,0.11617270181376174,False
global,4000,0.1,4,16,32.0,32.0,False,False,0.033935945258130484,False
global,4000,0.1,16,0,32.0,32.0,False,False,0.058123704660164546,False
global,4000,0.1,16,4,32.0,32.0,False,False,0.09980033732969257,False
global,4000,0.1,16,16,32.0,32.0,False,False,0.020194901074758756,False
global,4000,0.1,32,0,32.0,32.0,False,False,0.03783994777298676,False
global,4000,0.1,32,4,32.0,32.0,False,False,0.07955212679031994,False
global,4000,0.1,32,16,32.0,32.0,False,False,0.003734128858110886,False
global,4000,0.3,0,0,32.0,1.0,True,True,0.107080292932482,True
global,4000,0.3,0,4,32.0,1.0,True,True,0.14099641728339332,True
global,4000,0.3,0,16,32.0,1.0,True,True,0.07505838908802105,True
global,4000,0.3,4,0,32.0,1.0,True,True,0.107080292932482,True
global,4000,0.3,4,4,32.0,1.0,True,True,0.14099641728339332,True
global,4000,0.3,4,16,32.0,1.0,True,True,0.07505838908802105,True
global,4000,0.3,16,0,32.0,1.0,True,True,0.107080292932482,True
global,4000,0.3,16,4,32.0,1.0,True,True,0.14099641728339332,True
global,4000,0.3,16,16,32.0,1.0,True,True,0.07505838908802105,True
global,4000,0.3,32,0,32.0,1.0,True,True,0.107080292932482,True
global,4000,0.3,32,4,32.0,1.0,True,True,0.14099641728339332,True
global,4000,0.3,32,16,32.0,1.0,True,True,0.07505838908802105,True
global,4000,1.0,0,0,8.0,1.0,True,False,0.10868861536879147,False
global,4000,1.0,0,4,32.0,1.0,True,True,0.28028056660705253,True
global,4000,1.0,0,16,32.0,1.0,True,True,0.13303806271783783,True
global,4000,1.0,4,0,32.0,1.0,True,True,0.10868861536879147,True
global,4000,1.0,4,4,32.0,1.0,True,True,0.28028056660705253,True
global,4000,1.0,4,16,32.0,1.0,True,True,0.13303806271783783,True
global,4000,1.0,16,0,32.0,1.0,True,True,0.10868861536879147,True
global,4000,1.0,16,4,32.0,1.0,True,True,0.28028056660705253,True
global,4000,1.0,16,16,32.0,1.0,True,True,0.13303806271783783,True
global,4000,1.0,32,0,32.0,1.0,True,True,0.10868861536879147,True
global,4000,1.0,32,4,32.0,1.0,True,True,0.28028056660705253,True
global,4000,1.0,32,16,32.0,1.0,True,True,0.13303806271783783,True
global,8000,0.01,0,0,32.0,1.0,True,True,0.1004824836107355,True
global,8000,0.01,0,4,32.0,1.0,True,True,0.03471301484828595,False
global,8000,0.01,0,16,32.0,32.0,True,False,0.03959580547160383,False
global,8000,0.01,4,0,32.0,1.0,True,True,0.10601727162107835,True
global,8000,0.01,4,4,32.0,1.0,True,True,0.04006376537944021,False
global,8000,0.01,4,16,32.0,32.0,True,False,0.03393271823073984,False
global,8000,0.01,16,0,32.0,1.0,True,True,0.10697085468935355,True
global,8000,0.01,16,4,32.0,1.0,True,True,0.0612095882648028,True
global,8000,0.01,16,16,32.0,32.0,True,False,0.012268664028098737,False
global,8000,0.01,32,0,32.0,1.0,True,True,0.10697085468935355,True
global,8000,0.01,32,4,32.0,1.0,True,True,0.0894036480699,True
global,8000,0.01,32,16,32.0,1.0,True,True,0.015140295684365427,False
global,8000,0.03,0,0,32.0,1.0,True,True,0.10697085475274941,True
global,8000,0.03,0,4,32.0,1.0,True,True,0.04508449690714117,False
global,8000,0.03,0,16,32.0,32.0,True,False,0.026840444330514877,False
global,8000,0.03,4,0,32.0,1.0,True,True,0.10697085475274941,True
global,8000,0.03,4,4,32.0,1.0,True,True,0.050396456266038205,True
global,8000,0.03,4,16,32.0,32.0,True,False,0.021377167206849228,False
global,8000,0.03,16,0,32.0,1.0,True,True,0.10697085475274941,True
global,8000,0.03,16,4,32.0,1.0,True,True,0.07138935026884399,True
global,8000,0.03,16,16,32.0,32.0,True,False,0.00046424515771744453,False
global,8000,0.03,32,0,32.0,1.0,True,True,0.10697085475274941,True
global,8000,0.03,32,4,32.0,1.0,True,True,0.09938046031286911,True
global,8000,0.03,32,16,32.0,1.0,True,True,0.026489792819972293,False
global,8000,0.1,0,0,8.0,1.0,True,False,0.10697085547387705,False
global,8000,0.1,0,4,32.0,1.0,True,True,0.10629239774640284,True
global,8000,0.1,0,16,32.0,1.0,True,True,0.09271832975048672,True
global,8000,0.1,4,0,8.0,1.0,True,False,0.10697085547387705,False
global,8000,0.1,4,4,32.0,1.0,True,True,0.10629239774640284,True
global,8000,0.1,4,16,32.0,1.0,True,True,0.09271832975048672,True
global,8000,0.1,16,0,8.0,1.0,True,False,0.10697085547387705,False
global,8000,0.1,16,4,32.0,1.0,True,True,0.10629239774640284,True
global,8000,0.1,16,16,32.0,1.0,True,True,0.09271832975048672,True
global,8000,0.1,32,0,32.0,1.0,True,True,0.10697085547387705,True
global,8000,0.1,32,4,32.0,1.0,True,True,0.10629239774640284,True
global,8000,0.1,32,16,32.0,1.0,True,True,0.09271832975048672,True
global,8000,0.3,0,0,16.0,1.0,True,True,0.1069708618134608,True
global,8000,0.3,0,4,32.0,1.0,True,True,0.10911809734234236,True
global,8000,0.3,0,16,32.0,1.0,True,True,0.10389400441368264,True
global,8000,0.3,4,0,16.0,1.0,True,True,0.1069708618134608,True
global,8000,0.3,4,4,32.0,1.0,True,True,0.10911809734234236,True
global,8000,0.3,4,16,32.0,1.0,True,True,0.10389400441368264,True
global,8000,0.3,16,0,32.0,1.0,True,True,0.1069708618134608,True
global,8000,0.3,16,4,32.0,1.0,True,True,0.10911809734234236,True
global,8000,0.3,16,16,32.0,1.0,True,True,0.10389400441368264,True
global,8000,0.3,32,0,32.0,1.0,True,True,0.1069708618134608,True
global,8000,0.3,32,4,32.0,1.0,True,True,0.10911809734234236,True
global,8000,0.3,32,16,32.0,1.0,True,True,0.10389400441368264,True
global,8000,1.0,0,0,4.0,1.0,True,False,0.10697093392622536,False
global,8000,1.0,0,4,32.0,1.0,True,True,0.1408490573974671,True
global,8000,1.0,0,16,32.0,1.0,True,True,0.13693958284135838,True
global,8000,1.0,4,0,4.0,1.0,True,False,0.10697093392622536,False
global,8000,1.0,4,4,32.0,1.0,True,True,0.1408490573974671,True
global,8000,1.0,4,16,32.0,1.0,True,True,0.13693958284135838,True
global,8000,1.0,16,0,32.0,1.0,True,True,0.10697093392622536,True
global,8000,1.0,16,4,32.0,1.0,True,True,0.1408490573974671,True
global,8000,1.0,16,16,32.0,1.0,True,True,0.13693958284135838,True
global,8000,1.0,32,0,32.0,1.0,True,True,0.10697093392622536,True
global,8000,1.0,32,4,32.0,1.0,True,True,0.1408490573974671,True
global,8000,1.0,32,16,32.0,1.0,True,True,0.13693958284135838,True
