persistence,rho,delay,seed,policy,pilot_stays,persistence_upper,certificate_covered,gap,delta_upper,num_agents,eta,theorem_contraction,updates,risk_surrogate,exact_radius,exact_residual,expected_final_error,used_persistence,final_error,maximum_error,diverged
0.5,0.0,0,6,online_ucb,1043,0.5351811793275321,True,1,0.035181179327532064,32,0.22445717654372327,0.8877258863647406,437,0.0005609154068413653,0.8010777563801805,0.0,0.0003165874212028072,0.5,4.088717270385677e-05,1.2736975467222358,False
0.5,0.0,0,6,oracle,-1,0.5,True,1,0.0,32,0.3469378652777515,0.7727556939150558,487,0.0006620951501337638,0.7727556939150555,0.0,0.000662095150133763,0.5,0.00042525678584296936,1.43699231200838,False
0.5,0.0,0,6,iid_naive,-1,0.5,True,1,0.0,32,0.3469378652777515,0.7727556939150558,487,0.0006620951501337638,0.7727556939150555,0.0,0.000662095150133763,0.5,0.00042525678584296936,1.43699231200838,False
0.5,0.0,0,6,worst_mixing,-1,0.98,True,47,0.07340370094697085,32,0.12777543657803236,0.9575755220848353,229,0.0005298709092685748,0.8634378473988646,0.0,0.00014944259703368465,0.5,4.44474269569416e-05,1.1517521972936602,False
0.5,0.0,0,6,oracle_q1,-1,0.5,True,1,0.0,1,0.2646999313528582,0.826621539704991,2000,0.016164880813680824,0.826621539704991,0.0,0.016164880813680834,0.5,0.013310515198464028,1.3648576625872488,False
0.5,0.0,0,6,oracle_q32,-1,0.5,True,1,0.0,32,0.3469378652777515,0.7727556939150558,487,0.0006620951501337638,0.7727556939150555,0.0,0.000662095150133763,0.5,0.00042525678584296936,1.43699231200838,False
0.5,0.0,0,7,online_ucb,1016,0.5220268956194047,True,1,0.02202689561940474,32,0.2656056338477819,0.8517703633593349,437,0.0005949076238267625,0.7852443307274942,0.0,0.00041061985098379974,0.5,0.0009024377273617229,1.7184340663347095,False
0.5,0.0,0,7,oracle,-1,0.5,True,1,0.0,32,0.3469378652777515,0.7727556939150558,487,0.0006620951501337638,0.7727556939150555,0.0,0.000662095150133763,0.5,2.7014138803417286e-08,1.999655430786898,False
0.5,0.0,0,7,iid_naive,-1,0.5,True,1,0.0,32,0.3469378652777515,0.7727556939150558,487,0.0006620951501337638,0.7727556939150555,0.0,0.000662095150133763,0.5,2.7014138803417286e-08,1.999655430786898,False
0.5,0.0,0,7,worst_mixing,-1,0.98,True,47,0.07340370094697085,32,0.12777543657803236,0.9575755220848353,229,0.0005298709092685748,0.8634378473988646,0.0,0.00014944259703368465,0.5,9.85196154638204e-05,1.3100322504147557,False
0.5,0.0,0,7,oracle_q1,-1,0.5,True,1,0.0,1,0.2646999313528582,0.826621539704991,2000,0.016164880813680824,0.826621539704991,0.0,0.016164880813680834,0.5,0.1163855957459856,3.4149320802192777,False
