policy,persistence,rho,delay,seed,decision,covered_so_far,persistence_upper,rho_upper,certified_persistence,certified_rho,transition_trials,sharing_trials,q,gap,eta,updates,exact_radius
correlation_blind,0.5,0.9,2,21311236,8,True,0.5381051229042995,0.9835847716806565,0.54,0.0,3704,128,1,2,0.029619475781405377,181,0.9620982769470017
correlation_blind,0.5,0.9,2,21311236,9,True,0.5346677430164015,0.9835847716806565,0.536,0.0,4066,128,1,2,0.029777932524965096,181,0.9619017879553831
correlation_blind,0.5,0.9,2,21311236,10,True,0.5354400302331779,0.9835847716806565,0.536,0.0,4196,128,1,2,0.029649174261426783,65,0.9620614439500963
dual_ucb,0.5,0.9,2,20311237,1,True,0.6564517604415314,0.9646320947113585,0.658,0.98,741,129,1,4,0.027483148438552527,153,0.9647554138586196
dual_ucb,0.5,0.9,2,20311237,2,True,0.5560702807684075,0.9649310378425142,0.558,0.98,1103,129,1,2,0.02690797307424036,181,0.9654733159905333
dual_ucb,0.5,0.9,2,20311237,3,True,0.5488836682883609,0.9649310378425142,0.55,0.98,1465,129,1,2,0.02794226940392345,181,0.9641831175740802
dual_ucb,0.5,0.9,2,20311237,4,True,0.5418676401481486,0.9649310378425142,0.542,0.98,1827,129,1,2,0.028753412034931116,181,0.9631736826595566
dual_ucb,0.5,0.9,2,20311237,5,True,0.5352929879855639,0.9649310378425142,0.536,0.98,2189,129,1,2,0.029320075507357674,181,0.9624697667081796
dual_ucb,0.5,0.9,2,20311237,6,True,0.5350233715810402,0.9649310378425142,0.536,0.98,2551,129,1,2,0.02955014166958507,181,0.9621842787635215
dual_ucb,0.5,0.9,2,20311237,7,True,0.5408036611625464,0.9649310378425142,0.542,0.98,2913,129,1,2,0.029477466725347092,181,0.9622744417283187
dual_ucb,0.5,0.9,2,20311237,8,True,0.5401710697824573,0.9649310378425142,0.542,0.98,3275,129,1,2,0.029546630370292617,181,0.9621886345945014
dual_ucb,0.5,0.9,2,20311237,9,True,0.5340631790727948,0.9649310378425142,0.536,0.98,3637,129,1,2,0.029777932524965096,181,0.9619017879553831
dual_ucb,0.5,0.9,2,20311237,10,True,0.5339959930808575,0.9649310378425142,0.534,0.98,3767,129,1,2,0.029712467291201233,65,0.9619829557556516
correlation_blind,0.5,0.9,2,21311237,1,True,0.747519199527328,0.9801562512971111,0.748,0.0,926,128,1,6,0.0278521481193462,133,0.9642954010147238
correlation_blind,0.5,0.9,2,21311237,2,True,0.5723402409468183,0.9801562512971111,0.5740000000000001,0.0,1424,128,1,3,0.028085926583772847,166,0.964004186882352
correlation_blind,0.5,0.9,2,21311237,3,True,0.5565147994487054,0.9801562512971111,0.558,0.0,1922,128,1,3,0.028967877320568367,166,0.9629071471237981
correlation_blind,0.5,0.9,2,21311237,4,True,0.5516648258227612,0.9801562512971111,0.552,0.0,2284,128,1,2,0.028424224181247296,181,0.9635830867654872
correlation_blind,0.5,0.9,2,21311237,5,True,0.5465544217455653,0.9801562512971111,0.548,0.0,2646,128,1,2,0.028920318125855986,181,0.9629662402461624
correlation_blind,0.5,0.9,2,21311237,6,True,0.5414625241648876,0.9801562512971111,0.542,0.0,3008,128,1,2,0.029352250697131828,181,0.9624298301060785
correlation_blind,0.5,0.9,2,21311237,7,True,0.5433756518125159,0.9801562512971111,0.544,0.0,3370,128,1,2,0.029402331157271713,181,0.9623676758926281
correlation_blind,0.5,0.9,2,21311237,8,True,0.542681776406404,0.9801562512971111,0.544,0.0,3732,128,1,2,0.02947026193573481,181,0.9622833811886118
correlation_blind,0.5,0.9,2,21311237,9,True,0.5385548861600618,0.9801562512971111,0.54,0.0,4094,128,1,2,0.029641678161875365,181,0.9620707405727488
correlation_blind,0.5,0.9,2,21311237,10,True,0.5377558244233558,0.9801562512971111,0.538,0.0,4224,128,1,2,0.02958229341182728,65,0.9621443958496775
dual_ucb,0.5,0.9,2,20311238,1,True,0.6852076324875245,0.9727229968352509,0.686,0.98,839,129,1,5,0.028133888986876687,142,0.9639444626007965
dual_ucb,0.5,0.9,2,20311238,2,True,0.5835508737203812,0.969016878646284,0.584,0.98,1337,129,1,3,0.028010534447005873,166,0.964098082494468
dual_ucb,0.5,0.9,2,20311238,3,True,0.5674670651265541,0.969016878646284,0.5680000000000001,0.98,1835,129,1,3,0.028897327993737926,166,0.962994808546186
dual_ucb,0.5,0.9,2,20311238,4,True,0.552056996042152,0.969016878646284,0.554,0.98,2197,129,1,2,0.028348726608609813,181,0.963677031208633
dual_ucb,0.5,0.9,2,20311238,5,True,0.5472155678164579,0.969016878646284,0.548,0.98,2559,129,1,2,0.028920318125855986,181,0.9629662402461624
dual_ucb,0.5,0.9,2,20311238,6,True,0.5419138286015213,0.969016878646284,0.542,0.98,2921,129,1,2,0.029352250697131828,181,0.9624298301060785
dual_ucb,0.5,0.9,2,20311238,7,True,0.5431864305315388,0.969016878646284,0.544,0.98,3283,129,1,2,0.029402331157271713,181,0.9623676758926281
dual_ucb,0.5,0.9,2,20311238,8,True,0.5407051366520992,0.969016878646284,0.542,0.98,3645,129,1,2,0.029546630370292617,181,0.9621886345945014
dual_ucb,0.5,0.9,2,20311238,9,True,0.5438014687397383,0.969016878646284,0.544,0.98,4007,129,1,2,0.02949122785869456,181,0.9622573678573263
dual_ucb,0.5,0.9,2,20311238,10,True,0.5420332317757555,0.969016878646284,0.544,0.98,4137,129,1,2,0.029360183913708093,65,0.9624199837386107
correlation_blind,0.5,0.9,2,21311238,1,True,0.6564517604415314,0.9603725220436967,0.658,0.0,741,129,1,4,0.027483148438552527,153,0.9647554138586196
correlation_blind,0.5,0.9,2,21311238,2,True,0.5694111065877745,0.9607075242270666,0.5700000000000001,0.0,1239,129,1,3,0.028110031877705804,166,0.9639741692914524
correlation_blind,0.5,0.9,2,21311238,3,True,0.5551310732742445,0.9607075242270666,0.556,0.0,1601,129,1,2,0.027763769877012692,181,0.9644055380340596
correlation_blind,0.5,0.9,2,21311238,4,True,0.5444911489217661,0.9607075242270666,0.546,0.0,1963,129,1,2,0.028631242740713873,181,0.9633255808637321
correlation_blind,0.5,0.9,2,21311238,5,True,0.5366855182506927,0.9607075242270666,0.538,0.0,2325,129,1,2,0.029261663832872726,181,0.9625422774171823
correlation_blind,0.5,0.9,2,21311238,6,True,0.5348079830646164,0.9607075242270666,0.536,0.0,2687,129,1,2,0.02955014166958507,181,0.9621842787635215
correlation_blind,0.5,0.9,2,21311238,7,True,0.5357945833620532,0.9607075242270666,0.536,0.0,3049,129,1,2,0.029681991965670843,181,0.9620207458176256
correlation_blind,0.5,0.9,2,21311238,8,True,0.5373586281267941,0.9607075242270666,0.538,0.0,3411,129,1,2,0.02968879719074983,181,0.9620123069223235
correlation_blind,0.5,0.9,2,21311238,9,True,0.5370055555907012,0.9607075242270666,0.538,0.0,3773,129,1,2,0.029711582614783644,181,0.9619840527297637
correlation_blind,0.5,0.9,2,21311238,10,True,0.5321333685417016,0.9607075242270666,0.534,0.0,3903,129,1,2,0.029712467291201233,65,0.9619829557556516
dual_ucb,0.5,0.9,2,20311239,1,True,0.6780795109382056,0.986792518751719,0.68,1.0,839,129,1,5,0.028202683372359014,142,0.9638588106331112
dual_ucb,0.5,0.9,2,20311239,2,True,0.591739724047766,0.9869048260774556,0.592,1.0,1337,129,1,3,0.02793175582186912,166,0.964196215259417
dual_ucb,0.5,0.9,2,20311239,3,True,0.5667274578468919,0.9869048260774556,0.5680000000000001,1.0,1835,129,1,3,0.028897327993737926,166,0.962994808546186
dual_ucb,0.5,0.9,2,20311239,4,True,0.5515158794346187,0.9869048260774556,0.552,1.0,2197,129,1,2,0.028424224181247296,181,0.9635830867654872
dual_ucb,0.5,0.9,2,20311239,5,True,0.5490252175964074,0.9869048260774556,0.55,1.0,2559,129,1,2,0.02884209154781957,181,0.9630634542720069
dual_ucb,0.5,0.9,2,20311239,6,True,0.5419138286015213,0.9869048260774556,0.542,1.0,2921,129,1,2,0.029352250697131828,181,0.9624298301060785
dual_ucb,0.5,0.9,2,20311239,7,True,0.538414721446109,0.9869048260774556,0.54,1.0,3283,129,1,2,0.029549127869145198,181,0.9621855363972884
dual_ucb,0.5,0.9,2,20311239,8,True,0.536154088583835,0.9869048260774556,0.538,1.0,3645,129,1,2,0.02968879719074983,181,0.9620123069223235
dual_ucb,0.5,0.9,2,20311239,9,True,0.5312280613953746,0.9869048260774556,0.532,1.0,4007,129,1,2,0.02989995238319741,181,0.9617505385957947
dual_ucb,0.5,0.9,2,20311239,10,True,0.5268582696805457,0.9869048260774556,0.528,1.0,4137,129,1,2,0.029880781762964215,65,0.9617742981750571
correlation_blind,0.5,0.9,2,21311239,1,True,0.6418301725565638,0.9924306493116266,0.642,0.0,741,129,1,4,0.027652658757880845,153,0.9645440401910971
correlation_blind,0.5,0.9,2,21311239,2,True,0.5507183510514004,0.9924955502849591,0.552,0.0,1103,129,1,2,0.02701840383957762,181,0.9653354015957085
correlation_blind,0.5,0.9,2,21311239,3,True,0.5479833453036043,0.9924955502849591,0.548,0.0,1465,129,1,2,0.0279956116654886,181,0.964116669938041
correlation_blind,0.5,0.9,2,21311239,4,True,0.5452615656293811,0.9924955502849591,0.546,0.0,1827,129,1,2,0.028631242740713873,181,0.9633255808637321
correlation_blind,0.5,0.9,2,21311239,5,True,0.5347476544268839,0.9924955502849591,0.536,0.0,2189,129,1,2,0.029320075507357674,181,0.9624697667081796
correlation_blind,0.5,0.9,2,21311239,6,True,0.5359336378588238,0.9924955502849591,0.536,0.0,2551,129,1,2,0.02955014166958507,181,0.9621842787635215
correlation_blind,0.5,0.9,2,21311239,7,True,0.5365096801051412,0.9924955502849591,0.538,0.0,2913,129,1,2,0.029617298642797184,181,0.9621009772191611
correlation_blind,0.5,0.9,2,21311239,8,True,0.5312776844018563,0.9924955502849591,0.532,0.0,3275,129,1,2,0.029875567298985026,181,0.9617807610625643
correlation_blind,0.5,0.9,2,21311239,9,True,0.5261453321566558,0.9924955502849591,0.528,0.0,3637,129,1,2,0.030007701367285658,181,0.9616170202233756
correlation_blind,0.5,0.9,2,21311239,10,True,0.5243965892236839,0.9924955502849591,0.526,0.0,3767,129,1,2,0.029929683557226226,65,0.9617136929762055
dual_ucb,0.5,0.9,2,20311240,1,True,0.7271202828372674,0.9801562512971111,0.728,1.0,926,128,1,6,0.028332064025238038,133,0.9636977675708073
dual_ucb,0.5,0.9,2,20311240,2,True,0.5819133954317948,0.9801562512971111,0.582,1.0,1424,128,1,3,0.028027509643301012,166,0.9640769394846251
dual_ucb,0.5,0.9,2,20311240,3,True,0.5669460529127595,0.9801562512971111,0.5680000000000001,1.0,1922,128,1,3,0.028897327993737926,166,0.962994808546186
dual_ucb,0.5,0.9,2,20311240,4,True,0.5532146196609791,0.9801562512971111,0.554,1.0,2284,128,1,2,0.028348726608609813,181,0.963677031208633
dual_ucb,0.5,0.9,2,20311240,5,True,0.5452482755622763,0.9801562512971111,0.546,1.0,2646,128,1,2,0.028995205227450086,181,0.962873195089335
dual_ucb,0.5,0.9,2,20311240,6,True,0.5384523253638338,0.9801562512971111,0.54,1.0,3008,128,1,2,0.029421625870822577,181,0.9623437316938912
dual_ucb,0.5,0.9,2,20311240,7,True,0.5387419997656007,0.9801562512971111,0.54,1.0,3370,128,1,2,0.029549127869145198,181,0.9621855363972884
dual_ucb,0.5,0.9,2,20311240,8,True,0.5385450566137515,0.9801562512971111,0.54,1.0,3732,128,1,2,0.029619475781405377,181,0.9620982769470017
dual_ucb,0.5,0.9,2,20311240,9,True,0.5334813807447083,0.9801562512971111,0.534,1.0,4094,128,1,2,0.029840724853449928,181,0.9618239476715119
dual_ucb,0.5,0.9,2,20311240,10,True,0.5323995692043908,0.9801562512971111,0.534,1.0,4224,128,1,2,0.029712467291201233,65,0.9619829557556516
correlation_blind,0.5,0.9,2,21311240,1,True,0.6709108235462167,0.9727229968352509,0.672,0.0,741,129,1,4,0.027258882871016157,153,0.9650352056085645
correlation_blind,0.5,0.9,2,21311240,2,True,0.5747318590618979,0.9729536330902153,0.5760000000000001,0.0,1239,129,1,3,0.02807265813872333,166,0.9640207104727164
correlation_blind,0.5,0.9,2,21311240,3,True,0.540700911746476,0.9729536330902153,0.542,0.0,1601,129,1,2,0.028138270279925846,181,0.9639390072474439
correlation_blind,0.5,0.9,2,21311240,4,True,0.5332989123724183,0.9729536330902153,0.534,0.0,1963,129,1,2,0.028961089915973168,181,0.9629155801368581
correlation_blind,0.5,0.9,2,21311240,5,True,0.5377002045178325,0.9729536330902153,0.538,0.0,2325,129,1,2,0.029261663832872726,181,0.9625422774171823
correlation_blind,0.5,0.9,2,21311240,6,True,0.533522113034798,0.9729536330902153,0.534,0.0,2687,129,1,2,0.029609289919674858,181,0.9621109104536721
correlation_blind,0.5,0.9,2,21311240,7,True,0.5346820813664876,0.9729536330902153,0.536,0.0,3049,129,1,2,0.029681991965670843,181,0.9620207458176256
correlation_blind,0.5,0.9,2,21311240,8,True,0.5350711613072752,0.9729536330902153,0.536,0.0,3411,129,1,2,0.029754589355623414,181,0.9619307285989649
correlation_blind,0.5,0.9,2,21311240,9,True,0.5329150198261599,0.9729536330902153,0.534,0.0,3773,129,1,2,0.029840724853449928,181,0.9618239476715119
correlation_blind,0.5,0.9,2,21311240,10,True,0.5297544908875493,0.9729536330902153,0.53,0.0,3903,129,1,2,0.029828277159176166,65,0.9618393773606502
dual_ucb,0.5,0.9,2,20311241,1,True,0.649161317137962,0.9765294187433833,0.65,0.98,741,129,1,4,0.027577475466960717,153,0.9646377799452033
dual_ucb,0.5,0.9,2,20311241,2,True,0.5614132914733583,0.9767279961795585,0.562,0.98,1239,129,1,3,0.028149521061976775,166,0.963924998654841
dual_ucb,0.5,0.9,2,20311241,3,True,0.5583308777956153,0.9767279961795585,0.56,0.98,1737,129,1,3,0.028955602235553296,166,0.962922398417878
dual_ucb,0.5,0.9,2,20311241,4,True,0.5385964199582172,0.9767279961795585,0.54,0.98,2099,129,1,2,0.028809855544897057,181,0.9631035205551746
dual_ucb,0.5,0.9,2,20311241,5,True,0.5378426980570987,0.9767279961795585,0.538,0.98,2461,129,1,2,0.029261663832872726,181,0.9625422774171823
dual_ucb,0.5,0.9,2,20311241,6,True,0.5301242302668026,0.9767279961795585,0.532,0.98,2823,129,1,2,0.029665038301097794,181,0.9620417700714994
dual_ucb,0.5,0.9,2,20311241,7,True,0.5330044129528784,0.9767279961795585,0.534,0.98,3185,129,1,2,0.02974318974574303,181,0.9619448623918214
dual_ucb,0.5,0.9,2,20311241,8,True,0.528818265296221,0.9767279961795585,0.53,0.98,3547,129,1,2,0.029930747484503827,181,0.9617123745142009
dual_ucb,0.5,0.9,2,20311241,9,True,0.5298722615395479,0.9767279961795585,0.53,0.98,3909,129,1,2,0.029955611384886043,181,0.9616815632398604
dual_ucb,0.5,0.9,2,20311241,10,True,0.5293679633400299,0.9767279961795585,0.53,0.98,4039,129,1,2,0.029828277159176166,65,0.9618393773606502
correlation_blind,0.5,0.9,2,21311241,1,True,0.6709108235462167,0.9897522603044175,0.672,0.0,741,129,1,4,0.027258882871016157,153,0.9650352056085645
correlation_blind,0.5,0.9,2,21311241,2,True,0.5507183510514004,0.9898396966367722,0.552,0.0,1103,129,1,2,0.02701840383957762,181,0.9653354015957085
correlation_blind,0.5,0.9,2,21311241,3,True,0.5434785943946538,0.9898396966367722,0.544,0.0,1465,129,1,2,0.02809353202988912,181,0.9639947158490514
correlation_blind,0.5,0.9,2,21311241,4,True,0.5371117859245464,0.9898396966367722,0.538,0.0,1827,129,1,2,0.028863259017934857,181,0.9630371469736879
correlation_blind,0.5,0.9,2,21311241,5,True,0.5363834745642455,0.9898396966367722,0.538,0.0,2189,129,1,2,0.029261663832872726,181,0.9625422774171823
correlation_blind,0.5,0.9,2,21311241,6,True,0.5336576834727038,0.9898396966367722,0.534,0.0,2551,129,1,2,0.029609289919674858,181,0.9621109104536721
correlation_blind,0.5,0.9,2,21311241,7,True,0.5294762842729646,0.9898396966367722,0.53,0.0,2913,129,1,2,0.0298551216972803,181,0.9618061025386767
correlation_blind,0.5,0.9,2,21311241,8,True,0.5316199751060218,0.9898396966367722,0.532,0.0,3275,129,1,2,0.029875567298985026,181,0.9617807610625643
correlation_blind,0.5,0.9,2,21311241,9,True,0.5340631790727948,0.9898396966367722,0.536,0.0,3637,129,1,2,0.029777932524965096,181,0.9619017879553831
correlation_blind,0.5,0.9,2,21311241,10,True,0.5364622384654032,0.9898396966367722,0.538,0.0,3767,129,1,2,0.02958229341182728,65,0.9621443958496775
dual_ucb,0.5,0.9,2,20311242,1,True,0.6993419954966986,0.9559839803502153,0.7000000000000001,0.96,839,129,1,5,0.027925780300239542,142,0.9642036596454997
dual_ucb,0.5,0.9,2,20311242,2,True,0.5529593837029239,0.9518856871188235,0.554,0.96,1201,129,1,2,0.02698451663811459,181,0.9653777184591972
dual_ucb,0.5,0.9,2,20311242,3,True,0.5475933821384058,0.9518856871188235,0.548,0.96,1563,129,1,2,0.0279956116654886,181,0.964116669938041
dual_ucb,0.5,0.9,2,20311242,4,True,0.536604762289252,0.9518856871188235,0.538,0.96,1925,129,1,2,0.028863259017934857,181,0.9630371469736879
dual_ucb,0.5,0.9,2,20311242,5,True,0.5415551332301152,0.9518856871188235,0.542,0.96,2287,129,1,2,0.02913502452137088,181,0.9626995228667046
dual_ucb,0.5,0.9,2,20311242,6,True,0.5376048460190361,0.9518856871188235,0.538,0.96,2649,129,1,2,0.0294875850098505,181,0.9622618875931669
dual_ucb,0.5,0.9,2,20311242,7,True,0.5412529246484798,0.9518856871188235,0.542,0.96,3011,129,1,2,0.029477466725347092,181,0.9622744417283187
dual_ucb,0.5,0.9,2,20311242,8,True,0.5296215105129063,0.9518856871188235,0.53,0.96,3373,129,1,2,0.029930747484503827,181,0.9617123745142009
dual_ucb,0.5,0.9,2,20311242,9,True,0.5277407881997993,0.9518856871188235,0.528,0.96,3735,129,1,2,0.030007701367285658,181,0.9616170202233756
dual_ucb,0.5,0.9,2,20311242,10,True,0.5258585536140845,0.9518856871188235,0.526,0.96,3865,129,1,2,0.029929683557226226,65,0.9617136929762055
correlation_blind,0.5,0.9,2,21311242,1,True,0.6637015798253265,0.9801562512971111,0.664,0.0,741,129,1,4,0.027397319537897185,153,0.964862474424052
correlation_blind,0.5,0.9,2,21311242,2,True,0.5399876767161302,0.9803243205578736,0.54,0.0,1103,129,1,2,0.027169466863335278,181,0.9651468045716752
correlation_blind,0.5,0.9,2,21311242,3,True,0.5389686128682689,0.9803243205578736,0.54,0.0,1465,129,1,2,0.0281803026055321,181,0.9638866739742318
correlation_blind,0.5,0.9,2,21311242,4,True,0.5384711205073685,0.9803243205578736,0.54,0.0,1827,129,1,2,0.028809855544897057,181,0.9631035205551746
correlation_blind,0.5,0.9,2,21311242,5,True,0.5363834745642455,0.9803243205578736,0.538,0.0,2189,129,1,2,0.029261663832872726,181,0.9625422774171823
correlation_blind,0.5,0.9,2,21311242,6,True,0.5395731636530532,0.9803243205578736,0.54,0.0,2551,129,1,2,0.029421625870822577,181,0.9623437316938912
correlation_blind,0.5,0.9,2,21311242,7,True,0.5408036611625464,0.9803243205578736,0.542,0.0,2913,129,1,2,0.029477466725347092,181,0.9622744417283187
correlation_blind,0.5,0.9,2,21311242,8,True,0.540512866693349,0.9803243205578736,0.542,0.0,3275,129,1,2,0.029546630370292617,181,0.9621886345945014
correlation_blind,0.5,0.9,2,21311242,9,True,0.5340631790727948,0.9803243205578736,0.536,0.0,3637,129,1,2,0.029777932524965096,181,0.9619017879553831
correlation_blind,0.5,0.9,2,21311242,10,True,0.5287865563788794,0.9803243205578736,0.53,0.0,3767,129,1,2,0.029828277159176166,65,0.9618393773606502
dual_ucb,0.5,0.9,2,20311243,1,True,0.6344582199550199,0.9801562512971111,0.636,1.0,741,129,1,4,0.02769866228162853,153,0.9644866911302705
dual_ucb,0.5,0.9,2,20311243,2,True,0.5680795282546389,0.9803243205578736,0.5700000000000001,1.0,1239,129,1,3,0.028110031877705804,166,0.9639741692914524
dual_ucb,0.5,0.9,2,20311243,3,True,0.556731288926402,0.9803243205578736,0.558,1.0,1737,129,1,3,0.028967877320568367,166,0.9629071471237981
dual_ucb,0.5,0.9,2,20311243,4,True,0.5591860851352561,0.9803243205578736,0.56,1.0,2235,129,1,3,0.029467697267834988,166,0.9622865633838225
dual_ucb,0.5,0.9,2,20311243,5,True,0.5508275164591041,0.9803243205578736,0.552,1.0,2597,129,1,2,0.028760511184730598,181,0.9631648574883712
dual_ucb,0.5,0.9,2,20311243,6,True,0.5454620758586748,0.9803243205578736,0.546,1.0,2959,129,1,2,0.02920325988124677,181,0.9626147898278263
dual_ucb,0.5,0.9,2,20311243,7,True,0.5402128565822271,0.9803243205578736,0.542,1.0,3321,129,1,2,0.029477466725347092,181,0.9622744417283187
dual_ucb,0.5,0.9,2,20311243,8,True,0.5326684612154409,0.9803243205578736,0.534,1.0,3683,129,1,2,0.02981684783405161,181,0.9618535451755469
dual_ucb,0.5,0.9,2,20311243,9,True,0.5340804409617737,0.9803243205578736,0.536,1.0,4045,129,1,2,0.029777932524965096,181,0.9619017879553831
dual_ucb,0.5,0.9,2,20311243,10,True,0.5341743019298426,0.9803243205578736,0.536,1.0,4175,129,1,2,0.029649174261426783,65,0.9620614439500963
correlation_blind,0.5,0.9,2,21311243,1,True,0.7407614551894448,0.9765294187433833,0.742,0.0,926,128,1,6,0.028021090424594473,133,0.9640849346649382
correlation_blind,0.5,0.9,2,21311243,2,True,0.5956952977903596,0.9765294187433833,0.596,0.0,1424,128,1,3,0.027885115860163324,166,0.9642543229990983
correlation_blind,0.5,0.9,2,21311243,3,True,0.5711115478064275,0.9765294187433833,0.5720000000000001,0.0,1922,128,1,3,0.02886218096998707,166,0.9630384867548423
correlation_blind,0.5,0.9,2,21311243,4,True,0.5537311115371777,0.9765294187433833,0.554,0.0,2284,128,1,2,0.028348726608609813,181,0.963677031208633
correlation_blind,0.5,0.9,2,21311243,5,True,0.5539500289040249,0.9765294187433833,0.554,0.0,2646,128,1,2,0.0286755684964867,181,0.963270463160055
correlation_blind,0.5,0.9,2,21311243,6,True,0.5512350264197206,0.9765294187433833,0.552,0.0,3008,128,1,2,0.02895412028546792,181,0.9629242397141057
correlation_blind,0.5,0.9,2,21311243,7,True,0.5470139662734435,0.9765294187433833,0.548,0.0,3370,128,1,2,0.02924161565290429,181,0.9625671673014011
correlation_blind,0.5,0.9,2,21311243,8,True,0.5403182544633702,0.9765294187433833,0.542,0.0,3732,128,1,2,0.029546630370292617,181,0.9621886345945014
correlation_blind,0.5,0.9,2,21311243,9,True,0.535885083390929,0.9765294187433833,0.536,0.0,4094,128,1,2,0.029777932524965096,181,0.9619017879553831
correlation_blind,0.5,0.9,2,21311243,10,True,0.5289889795943088,0.9765294187433833,0.53,0.0,4224,128,1,2,0.029828277159176166,65,0.9618393773606502
dual_ucb,0.5,0.9,2,20311244,1,True,0.6993419954966986,0.9603725220436967,0.7000000000000001,0.98,839,129,1,5,0.027925780300239542,142,0.9642036596454997
dual_ucb,0.5,0.9,2,20311244,2,True,0.6103814933626723,0.9607075242270666,0.612,0.98,1337,129,1,3,0.027639250327295535,166,0.964560756721951
dual_ucb,0.5,0.9,2,20311244,3,True,0.5918011061453448,0.9607075242270666,0.592,0.98,1835,129,1,3,0.028613555722523783,166,0.9633475759115955
dual_ucb,0.5,0.9,2,20311244,4,True,0.5784988109288054,0.9607075242270666,0.58,0.98,2333,129,1,3,0.029250252556893737,166,0.9625564443924268
dual_ucb,0.5,0.9,2,20311244,5,True,0.57392448433726,0.9607075242270666,0.5740000000000001,0.98,2831,129,1,3,0.029636190600980227,166,0.962077546335409
dual_ucb,0.5,0.9,2,20311244,6,True,0.5670312243763589,0.9607075242270666,0.5680000000000001,0.98,3329,129,1,3,0.02989270357464463,166,0.9617595224397176
dual_ucb,0.5,0.9,2,20311244,7,True,0.5586409333337181,0.9607075242270666,0.56,0.98,3827,129,1,3,0.030086942767291725,166,0.9615188522830589
dual_ucb,0.5,0.9,2,20311244,8,True,0.5532774140461316,0.9607075242270666,0.554,0.98,4189,129,1,2,0.029035777151046972,181,0.9628227932952242
dual_ucb,0.5,0.9,2,20311244,9,True,0.5488359535421854,0.9607075242270666,0.55,0.98,4551,129,1,2,0.02923902979862258,181,0.9625703777451748
dual_ucb,0.5,0.9,2,20311244,10,True,0.5476641185050439,0.9607075242270666,0.548,0.98,4681,129,1,2,0.02919427109329814,65,0.9626259510103846
correlation_blind,0.5,0.9,2,21311244,1,True,0.6709108235462167,0.9603725220436967,0.672,0.0,741,129,1,4,0.027258882871016157,153,0.9650352056085645
correlation_blind,0.5,0.9,2,21311244,2,True,0.5813702900618043,0.9607075242270666,0.582,0.0,1239,129,1,3,0.028027509643301012,166,0.9640769394846251
correlation_blind,0.5,0.9,2,21311244,3,True,0.5742922914134387,0.9607075242270666,0.5760000000000001,0.0,1737,129,1,3,0.028822620252651816,166,0.9630876548313703
correlation_blind,0.5,0.9,2,21311244,4,True,0.5779823805768536,0.9607075242270666,0.578,0.0,2235,129,1,3,0.029277921374592317,166,0.9625220945999498
correlation_blind,0.5,0.9,2,21311244,5,True,0.572121842633643,0.9607075242270666,0.5740000000000001,0.0,2733,129,1,3,0.029636190600980227,166,0.962077546335409
correlation_blind,0.5,0.9,2,21311244,6,True,0.5679219143324992,0.9607075242270666,0.5680000000000001,0.0,3231,129,1,3,0.02989270357464463,166,0.9617595224397176
correlation_blind,0.5,0.9,2,21311244,7,True,0.5551948491557603,0.9607075242270666,0.556,0.0,3593,129,1,2,0.02887851492601698,181,0.9630181875779417
correlation_blind,0.5,0.9,2,21311244,8,True,0.5491415580982715,0.9607075242270666,0.55,0.0,3955,129,1,2,0.029220078940943094,181,0.9625939066843694
correlation_blind,0.5,0.9,2,21311244,9,True,0.5448614808699828,0.9607075242270666,0.546,0.0,4317,129,1,2,0.029410691971845926,181,0.9623573002042891
correlation_blind,0.5,0.9,2,21311244,10,True,0.5407678846411492,0.9607075242270666,0.542,0.0,4447,129,1,2,0.029437791979608066,65,0.9623236709580002
dual_ucb,0.5,0.9,2,20311245,1,True,0.6922951498051697,0.9801562512971111,0.6940000000000001,1.0,839,129,1,5,0.0280240225835281,142,0.9640812826247174
dual_ucb,0.5,0.9,2,20311245,2,True,0.5975765916206957,0.9803243205578736,0.598,1.0,1337,129,1,3,0.027859787707855233,166,0.9642858817287121
dual_ucb,0.5,0.9,2,20311245,3,True,0.5682065424752334,0.9803243205578736,0.5700000000000001,1.0,1835,129,1,3,0.028880287666519042,166,0.9630159845407094
dual_ucb,0.5,0.9,2,20311245,4,True,0.5634067076060483,0.9803243205578736,0.5640000000000001,1.0,2333,129,1,3,0.02943399524647908,166,0.9623283822958015
dual_ucb,0.5,0.9,2,20311245,5,True,0.5565094830600337,0.9803243205578736,0.558,1.0,2831,129,1,3,0.02980726405831631,166,0.9618654255811444
dual_ucb,0.5,0.9,2,20311245,6,True,0.5477429094763768,0.9803243205578736,0.548,1.0,3193,129,1,2,0.02912363916680179,181,0.9627136624240596
dual_ucb,0.5,0.9,2,20311245,7,True,0.5400341876007191,0.9803243205578736,0.542,1.0,3555,129,1,2,0.029477466725347092,181,0.9622744417283187
dual_ucb,0.5,0.9,2,20311245,8,True,0.5320927461146545,0.9803243205578736,0.534,1.0,3917,129,1,2,0.02981684783405161,181,0.9618535451755469
dual_ucb,0.5,0.9,2,20311245,9,True,0.5288363778449083,0.9803243205578736,0.53,1.0,4279,129,1,2,0.029955611384886043,181,0.9616815632398604
dual_ucb,0.5,0.9,2,20311245,10,True,0.5248945682008619,0.9803243205578736,0.526,1.0,4409,129,1,2,0.029929683557226226,65,0.9617136929762055
