cell_id,target_heterogeneity,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,safe_dynamic_risk,common_scalar_risk,recipient_static_risk,recipient_static_alpha,static_to_scalar_ratio,dynamic_to_static_ratio
H0-I0.5-N0.1-S0-T0-D0,0.0,0.5,0.1,0.0,0.0,0,0.0005102061362694121,0.0005102048529705092,0.0005102048529705092,"[1.0,1.0,1.0,1.0]",1.0,1.000002515262047
H0-I0.5-N0.1-S0-T0-D1,0.0,0.5,0.1,0.0,0.0,1,0.0005102477113456664,0.0005103075235786299,0.0005103075235786299,"[1.0,1.0,1.0,1.0]",1.0,0.9998827917869131
H0-I0.5-N0.1-S0-T0-D3,0.0,0.5,0.1,0.0,0.0,3,0.0004251593316564717,0.000590506440283077,0.000561380530917341,"[0.5,0.75,0.75,0.75]",0.950676389995385,0.7573460571597078
H0-I0.5-N0.1-S0-T0.6-D0,0.0,0.5,0.1,0.0,0.6,0,0.0016061808777619133,0.0016495900901339947,0.0016495900901339945,"[1.0,1.0,1.0,1.0]",0.9999999999999999,0.9736848489623534
H0-I0.5-N0.1-S0-T0.6-D1,0.0,0.5,0.1,0.0,0.6,1,0.0016496291445253339,0.00164969229185971,0.00164969229185971,"[1.0,1.0,1.0,1.0]",1.0,0.9999617217497544
H0-I0.5-N0.1-S0-T0.6-D3,0.0,0.5,0.1,0.0,0.6,3,0.001347298959124294,0.0015045043966886173,0.0015045043966886175,"[0.75,0.75,0.75,0.75]",1.0000000000000002,0.8955101507776717
H0-I0.5-N0.1-S0-T0.9-D0,0.0,0.5,0.1,0.0,0.9,0,0.0033992307423428357,0.003669101734917014,0.0036691017349170145,"[1.0,1.0,1.0,1.0]",1.0000000000000002,0.9264476670118054
H0-I0.5-N0.1-S0-T0.9-D1,0.0,0.5,0.1,0.0,0.9,1,0.003669173868927141,0.0036692031055687033,0.0036692031055687033,"[1.0,1.0,1.0,1.0]",1.0,0.9999920318824767
H0-I0.5-N0.1-S0-T0.9-D3,0.0,0.5,0.1,0.0,0.9,3,0.0029410557168870373,0.0031245267175535867,0.0031245267175535867,"[0.75,0.75,0.75,0.75]",1.0,0.9412803866787858
H0-I0.5-N0.1-S0.5-T0-D0,0.0,0.5,0.1,0.5,0.0,0,0.0012755122524158243,0.001275510973053421,0.0012755109730534211,"[1.0,1.0,1.0,1.0]",1.0000000000000002,1.0000010030195194
H0-I0.5-N0.1-S0.5-T0-D1,0.0,0.5,0.1,0.5,0.0,1,0.001177313396251333,0.0011488172107623803,0.00114881721076238,"[0.75,0.75,0.75,0.75]",0.9999999999999998,1.024804803777306
H0-I0.5-N0.1-S0.5-T0-D3,0.0,0.5,0.1,0.5,0.0,3,0.00085713624869851,0.0009187339442801823,0.0009062539385944157,"[0.5,0.5,0.5,0.75]",0.9864160829547399,0.9458014053190363
H0-I0.5-N0.1-S0.5-T0.6-D0,0.0,0.5,0.1,0.5,0.6,0,0.004015449106147078,0.004123974065962133,0.004123974065962133,"[1.0,1.0,1.0,1.0]",1.0,0.9736843738395974
H0-I0.5-N0.1-S0.5-T0.6-D1,0.0,0.5,0.1,0.5,0.6,1,0.0037955425853962057,0.003714269152489594,0.003714269152489594,"[0.75,0.75,0.75,0.75]",1.0,1.0218814064274626
H0-I0.5-N0.1-S0.5-T0.6-D3,0.0,0.5,0.1,0.5,0.6,3,0.0027510435986705293,0.002893010367748436,0.0028319473484620227,"[0.5,0.75,0.75,0.75]",0.9788929137734348,0.9714317606097336
H0-I0.5-N0.1-S0.5-T0.9-D0,0.0,0.5,0.1,0.5,0.9,0,0.008498073767599383,0.009172753177919685,0.009172753177919683,"[1.0,1.0,1.0,1.0]",0.9999999999999998,0.9264474474311198
H0-I0.5-N0.1-S0.5-T0.9-D1,0.0,0.5,0.1,0.5,0.9,1,0.008398695619249021,0.008261423092580471,0.00826142309258047,"[0.75,0.75,0.75,0.75]",0.9999999999999998,1.0166160872201104
H0-I0.5-N0.1-S0.5-T0.9-D3,0.0,0.5,0.1,0.5,0.9,3,0.00607031226226833,0.006212912742476648,0.006188068983327501,"[0.75,0.75,0.75,0.5]",0.99600127022881,0.980970360644582
H0-I0.5-N0.1-S0.9-T0-D0,0.0,0.5,0.1,0.9,0.0,0,0.0018877571453329541,0.0018877558691197506,0.0018877558691197506,"[1.0,1.0,1.0,1.0]",1.0,1.0000006760478006
H0-I0.5-N0.1-S0.9-T0-D1,0.0,0.5,0.1,0.9,0.0,1,0.0016437822482995462,0.0015884350006250478,0.0015884350006250478,"[0.5,0.5,0.5,0.5]",1.0,1.0348438857445972
H0-I0.5-N0.1-S0.9-T0-D3,0.0,0.5,0.1,0.9,0.0,3,0.0011306050302891913,0.0011170977796483622,0.0011170977796483626,"[0.5,0.5,0.5,0.5]",1.0000000000000004,1.01209137721595
H0-I0.5-N0.1-S0.9-T0.6-D0,0.0,0.5,0.1,0.9,0.6,0,0.0059428636888552095,0.006103481246624646,0.006103481246624645,"[1.0,1.0,1.0,1.0]",0.9999999999999999,0.9736842711103175
H0-I0.5-N0.1-S0.9-T0.6-D1,0.0,0.5,0.1,0.9,0.6,1,0.005270525730200062,0.005135694594718679,0.0051356945947186785,"[0.5,0.5,0.5,0.5]",0.9999999999999998,1.0262537292657623
H0-I0.5-N0.1-S0.9-T0.6-D3,0.0,0.5,0.1,0.9,0.6,3,0.003601990885167619,0.003589423663046897,0.0035894236630468973,"[0.5,0.5,0.5,0.5]",1.0000000000000002,1.0035011810531316
H0-I0.5-N0.1-S0.9-T0.9-D0,0.0,0.5,0.1,0.9,0.9,0,0.012577148187804622,0.013575674332321822,0.01357567433232182,"[1.0,1.0,1.0,1.0]",0.9999999999999999,0.9264473999542074
H0-I0.5-N0.1-S0.9-T0.9-D1,0.0,0.5,0.1,0.9,0.9,1,0.011546824852748534,0.011423060644128437,0.011423060644128433,"[0.5,0.5,0.5,0.5]",0.9999999999999997,1.0108345926259015
H0-I0.5-N0.1-S0.9-T0.9-D3,0.0,0.5,0.1,0.9,0.9,3,0.007807317888687387,0.007971515644203049,0.007971515644203049,"[0.5,0.5,0.5,0.5]",1.0,0.9794019402527212
H0-I0.5-N0.5-S0-T0-D0,0.0,0.5,0.5,0.0,0.0,0,0.0025510224459931777,0.002551021173191607,0.0025510211731916074,"[1.0,1.0,1.0,1.0]",1.0000000000000002,1.000000498938066
H0-I0.5-N0.5-S0-T0-D1,0.0,0.5,0.5,0.0,0.0,1,0.002551083327537223,0.0025511230039583525,0.0025511230039583525,"[1.0,1.0,1.0,1.0]",1.0,0.999984447468402
H0-I0.5-N0.5-S0-T0-D3,0.0,0.5,0.5,0.0,0.0,3,0.0020914345105042735,0.0022276190561397236,0.0022276190561397236,"[0.75,0.75,0.75,0.75]",1.0,0.9388654243820994
H0-I0.5-N0.5-S0-T0.6-D0,0.0,0.5,0.5,0.0,0.6,0,0.008030896153455685,0.008247947359009033,0.008247947359009033,"[1.0,1.0,1.0,1.0]",1.0,0.9736842154652856
H0-I0.5-N0.5-S0-T0.6-D1,0.0,0.5,0.5,0.0,0.6,1,0.008248029168791299,0.008248046845363753,0.008248046845363753,"[1.0,1.0,1.0,1.0]",1.0,0.9999978568777814
H0-I0.5-N0.5-S0-T0.6-D3,0.0,0.5,0.5,0.0,0.6,3,0.006689908232981432,0.006797608838167426,0.006797608838167426,"[0.75,0.75,0.75,0.75]",1.0,0.9841561043375616
H0-I0.5-N0.5-S0-T0.9-D0,0.0,0.5,0.5,0.0,0.9,0,0.016996145476360296,0.018345505582924134,0.018345505582924134,"[1.0,1.0,1.0,1.0]",1.0,0.9264473742375455
H0-I0.5-N0.5-S0-T0.9-D1,0.0,0.5,0.5,0.0,0.9,1,0.018345578410301478,0.018345600913908723,0.018345600913908723,"[1.0,1.0,1.0,1.0]",1.0,0.9999987733513145
H0-I0.5-N0.5-S0-T0.9-D3,0.0,0.5,0.5,0.0,0.9,3,0.014614050681987715,0.014897720442492272,0.014897720442492272,"[0.75,0.75,0.75,0.75]",1.0,0.9809588479257904
H0-I0.5-N0.5-S0.5-T0-D0,0.0,0.5,0.5,0.5,0.0,0,0.0063775530267252386,0.006377551773606165,0.006377551773606166,"[1.0,1.0,1.0,1.0]",1.0000000000000002,1.0000001964890475
H0-I0.5-N0.5-S0.5-T0-D1,0.0,0.5,0.5,0.5,0.0,1,0.005886489147133417,0.005743940985100496,0.005743940985100496,"[0.75,0.75,0.75,0.75]",1.0,1.0248171355525213
H0-I0.5-N0.5-S0.5-T0-D3,0.0,0.5,0.5,0.5,0.0,3,0.004284602382799646,0.00437488505811118,0.004329988901233024,"[0.75,0.75,0.75,0.5]",0.9897377516707743,0.9895180982056436
H0-I0.5-N0.5-S0.5-T0.6-D0,0.0,0.5,0.5,0.5,0.6,0,0.020077237295381505,0.02061986723814973,0.02061986723814973,"[1.0,1.0,1.0,1.0]",1.0,0.9736841204406845
H0-I0.5-N0.5-S0.5-T0.6-D1,0.0,0.5,0.5,0.5,0.6,1,0.018977612498132856,0.01857120069373657,0.018571200693736568,"[0.75,0.75,0.75,0.75]",0.9999999999999998,1.0218839810682439
H0-I0.5-N0.5-S0.5-T0.6-D3,0.0,0.5,0.5,0.5,0.6,3,0.01374400423325884,0.013740138693466518,0.01374013869346652,"[0.75,0.75,0.75,0.75]",1.0000000000000002,1.000281331934019
H0-I0.5-N0.5-S0.5-T0.9-D0,0.0,0.5,0.5,0.5,0.9,0,0.042490360602643024,0.04586376279793748,0.045863762797937475,"[1.0,1.0,1.0,1.0]",0.9999999999999999,0.9264473303213979
H0-I0.5-N0.5-S0.5-T0.9-D1,0.0,0.5,0.5,0.5,0.9,1,0.041993365677328434,0.04130697039419094,0.04130697039419095,"[0.75,0.75,0.75,0.75]",1.0000000000000002,1.016616935993786
H0-I0.5-N0.5-S0.5-T0.9-D3,0.0,0.5,0.5,0.5,0.9,3,0.030280991202795704,0.03033965056710759,0.03033965056710759,"[0.75,0.75,0.75,0.75]",1.0,0.9980665774583614
H0-I0.5-N0.5-S0.9-T0-D0,0.0,0.5,0.5,0.9,0.0,0,0.009438777491310887,0.009438776253937815,0.009438776253937815,"[1.0,1.0,1.0,1.0]",1.0,1.0000001310946502
H0-I0.5-N0.5-S0.9-T0-D1,0.0,0.5,0.5,0.9,0.0,1,0.008218863104903346,0.007942129111766508,0.007942129111766507,"[0.5,0.5,0.5,0.5]",0.9999999999999998,1.0348438043807233
H0-I0.5-N0.5-S0.9-T0-D3,0.0,0.5,0.5,0.9,0.0,3,0.005648017462654641,0.005545418287210641,0.005545418287210641,"[0.5,0.5,0.5,0.5]",1.0,1.0185016116242527
H0-I0.5-N0.5-S0.9-T0.6-D0,0.0,0.5,0.5,0.9,0.6,0,0.029714310208922165,0.03051740314146229,0.030517403141462292,"[1.0,1.0,1.0,1.0]",1.0000000000000002,0.9736840998948233
H0-I0.5-N0.5-S0.9-T0.6-D1,0.0,0.5,0.5,0.9,0.6,1,0.026352579596999604,0.025678427082234667,0.025678427082234664,"[0.5,0.5,0.5,0.5]",0.9999999999999999,1.0262536530218918
H0-I0.5-N0.5-S0.9-T0.6-D3,0.0,0.5,0.5,0.9,0.6,3,0.01800132315471033,0.017907047704203316,0.017907047704203316,"[0.5,0.5,0.5,0.5]",1.0,1.0052647120879052
H0-I0.5-N0.5-S0.9-T0.9-D0,0.0,0.5,0.5,0.9,0.9,0,0.06288573270366922,0.06787836856994817,0.06787836856994817,"[1.0,1.0,1.0,1.0]",1.0,0.9264473208260143
H0-I0.5-N0.5-S0.9-T0.9-D1,0.0,0.5,0.5,0.9,0.9,1,0.05773407354113106,0.05711525732928345,0.057115257329283436,"[0.5,0.5,0.5,0.5]",0.9999999999999998,1.0108345167435735
H0-I0.5-N0.5-S0.9-T0.9-D3,0.0,0.5,0.5,0.9,0.9,3,0.03902370683454765,0.039817507609984065,0.03981750760998407,"[0.5,0.5,0.5,0.5]",1.0000000000000002,0.9800640265279342
H0-I0.5-N1-S0-T0-D0,0.0,0.5,1.0,0.0,0.0,0,0.005102042833147884,0.005102041573467979,0.00510204157346798,"[1.0,1.0,1.0,1.0]",1.0000000000000002,1.0000002468972247
H0-I0.5-N1-S0-T0-D1,0.0,0.5,1.0,0.0,0.0,1,0.005102112622733868,0.005102142354433006,0.005102142354433006,"[1.0,1.0,1.0,1.0]",1.0,0.9999941727029407
H0-I0.5-N1-S0-T0-D3,0.0,0.5,1.0,0.0,0.0,3,0.004178656323314281,0.004274009825960531,0.004274009825960531,"[0.75,0.75,0.75,0.75]",1.0,0.9776899196471031
H0-I0.5-N1-S0-T0.6-D0,0.0,0.5,1.0,0.0,0.6,0,0.0160617902480729,0.01649589394510283,0.01649589394510283,"[1.0,1.0,1.0,1.0]",1.0,0.9736841362781188
H0-I0.5-N1-S0-T0.6-D1,0.0,0.5,1.0,0.0,0.6,1,0.0164959686206959,0.016495990037243807,0.016495990037243807,"[1.0,1.0,1.0,1.0]",1.0,0.9999987017118792
H0-I0.5-N1-S0-T0.6-D3,0.0,0.5,1.0,0.0,0.6,3,0.013355304007570457,0.013413989390015939,0.013413989390015937,"[0.75,0.75,0.75,0.75]",0.9999999999999999,0.9956250612148866
H0-I0.5-N1-S0-T0.9-D0,0.0,0.5,1.0,0.0,0.9,0,0.03399228889388212,0.03669101039293303,0.03669101039293303,"[1.0,1.0,1.0,1.0]",1.0,0.926447337640756
H0-I0.5-N1-S0-T0.9-D1,0.0,0.5,1.0,0.0,0.9,1,0.03669106710371626,0.03669109817433375,0.03669109817433375,"[1.0,1.0,1.0,1.0]",1.0,0.9999991531837684
H0-I0.5-N1-S0-T0.9-D3,0.0,0.5,1.0,0.0,0.9,3,0.02920118976041651,0.02961421259866563,0.02961421259866563,"[0.75,0.75,0.75,0.75]",1.0,0.9860532223548727
H0-I0.5-N1-S0.5-T0-D0,0.0,0.5,1.0,0.5,0.0,0,0.012755103994612008,0.012755102774297096,0.012755102774297098,"[1.0,1.0,1.0,1.0]",1.0000000000000002,1.0000000956726833
H0-I0.5-N1-S0.5-T0-D1,0.0,0.5,1.0,0.5,0.0,1,0.01177295594769173,0.011487845703023141,0.011487845703023141,"[0.75,0.75,0.75,0.75]",1.0,1.0248184256682311
H0-I0.5-N1-S0.5-T0-D3,0.0,0.5,1.0,0.5,0.0,3,0.008550693374756939,0.008568541829903445,0.008568541829903445,"[0.75,0.75,0.75,0.75]",1.0,0.9979169786994309
H0-I0.5-N1-S0.5-T0.6-D0,0.0,0.5,1.0,0.5,0.6,0,0.040154472531924536,0.04123973370338422,0.04123973370338422,"[1.0,1.0,1.0,1.0]",1.0,0.973684088765815
H0-I0.5-N1-S0.5-T0.6-D1,0.0,0.5,1.0,0.5,0.6,1,0.03795519674292369,0.037142365120295284,0.037142365120295284,"[0.75,0.75,0.75,0.75]",1.0,1.0218842181965484
H0-I0.5-N1-S0.5-T0.6-D3,0.0,0.5,1.0,0.5,0.6,3,0.027473806688493273,0.02729904910061412,0.02729904910061412,"[0.75,0.75,0.75,0.75]",1.0,1.0064015998225821
H0-I0.5-N1-S0.5-T0.9-D0,0.0,0.5,1.0,0.5,0.9,0,0.08498071914644759,0.09172752482295973,0.09172752482295972,"[1.0,1.0,1.0,1.0]",0.9999999999999999,0.9264473156826817
H0-I0.5-N1-S0.5-T0.9-D1,0.0,0.5,1.0,0.5,0.9,1,0.0839866877708007,0.08261390452120404,0.08261390452120404,"[0.75,0.75,0.75,0.75]",1.0,1.0166168547238235
H0-I0.5-N1-S0.5-T0.9-D3,0.0,0.5,1.0,0.5,0.9,3,0.06060638951651606,0.06049807284789627,0.06049807284789627,"[0.75,0.75,0.75,0.75]",1.0,1.0017904151904495
H0-I0.5-N1-S0.9-T0-D0,0.0,0.5,1.0,0.9,0.0,0,0.018877552923783302,0.018877551734960394,0.018877551734960394,"[1.0,1.0,1.0,1.0]",1.0,1.0000000629754815
H0-I0.5-N1-S0.9-T0-D1,0.0,0.5,1.0,0.9,0.0,1,0.01643771431496975,0.01588424675069333,0.015884246750693328,"[0.5,0.5,0.5,0.5]",0.9999999999999998,1.0348438029806017
H0-I0.5-N1-S0.9-T0-D3,0.0,0.5,1.0,0.9,0.0,3,0.011293088125073698,0.011080818921663491,0.011080818921663491,"[0.5,0.5,0.5,0.5]",1.0,1.0191564544922949
H0-I0.5-N1-S0.9-T0.6-D0,0.0,0.5,1.0,0.9,0.6,0,0.059428618359005855,0.06103480551000934,0.061034805510009345,"[1.0,1.0,1.0,1.0]",1.0000000000000002,0.9736840784928841
H0-I0.5-N1-S0.9-T0.6-D1,0.0,0.5,1.0,0.9,0.6,1,0.05270514497103819,0.051356842691629656,0.05135684269162965,"[0.5,0.5,0.5,0.5]",0.9999999999999999,1.0262536053375473
H0-I0.5-N1-S0.9-T0.6-D3,0.0,0.5,1.0,0.9,0.6,3,0.03599880062801127,0.03580407775564884,0.03580407775564884,"[0.5,0.5,0.5,0.5]",1.0,1.0054385669054613
H0-I0.5-N1-S0.9-T0.9-D0,0.0,0.5,1.0,0.9,0.9,0,0.12577146334849995,0.1357567363669811,0.1357567363669811,"[1.0,1.0,1.0,1.0]",1.0,0.9264473109349896
H0-I0.5-N1-S0.9-T0.9-D1,0.0,0.5,1.0,0.9,0.9,1,0.11546812995160634,0.1142305031857272,0.11423050318572718,"[0.5,0.5,0.5,0.5]",0.9999999999999999,1.010834468301929
H0-I0.5-N1-S0.9-T0.9-D3,0.0,0.5,1.0,0.9,0.9,3,0.07804081928763355,0.07962499756721034,0.07962499756721035,"[0.5,0.5,0.5,0.5]",1.0000000000000002,0.9801045107946206
H0-I1.5-N0.1-S0-T0-D0,0.0,1.5,0.1,0.0,0.0,0,0.0005102226069771775,0.0005102110362923873,0.0005102110362923873,"[1.0,1.0,1.0,1.0]",1.0,1.0000226782330588
H0-I1.5-N0.1-S0-T0-D1,0.0,1.5,0.1,0.0,0.0,1,0.0005103883818175737,0.0005111367514482224,0.0005111367514482224,"[1.0,1.0,1.0,1.0]",1.0,0.9985358719979961
H0-I1.5-N0.1-S0-T0-D3,0.0,1.5,0.1,0.0,0.0,3,0.0004394870422075531,0.0007509203721322986,0.0007509203721322986,"[0.5,0.5,0.5,0.5]",1.0,0.5852645080857167
H0-I1.5-N0.1-S0-T0.6-D0,0.0,1.5,0.1,0.0,0.6,0,0.0016061973484696789,0.0016495962734558727,0.0016495962734558724,"[1.0,1.0,1.0,1.0]",0.9999999999999999,0.9736911839069121
H0-I1.5-N0.1-S0-T0.6-D1,0.0,1.5,0.1,0.0,0.6,1,0.001649935194665916,0.0016505215197293024,0.0016505215197293024,"[1.0,1.0,1.0,1.0]",1.0,0.9996447637571653
H0-I1.5-N0.1-S0-T0.6-D3,0.0,1.5,0.1,0.0,0.6,3,0.0013724357433731512,0.0022265296915284817,0.0021205922539627694,"[0.5,0.5,0.75,0.5]",0.9524203795849729,0.6471945470933738
H0-I1.5-N0.1-S0-T0.9-D0,0.0,1.5,0.1,0.0,0.9,0,0.003399247213050601,0.003669107918238892,0.0036691079182388925,"[1.0,1.0,1.0,1.0]",1.0000000000000002,0.9264505947489764
H0-I1.5-N0.1-S0-T0.9-D1,0.0,1.5,0.1,0.0,0.9,1,0.003669497206690904,0.003670032333438296,0.003670032333438296,"[1.0,1.0,1.0,1.0]",1.0,0.9998541901817822
H0-I1.5-N0.1-S0-T0.9-D3,0.0,1.5,0.1,0.0,0.9,3,0.0029725105849662415,0.004574353008104911,0.004200953579097789,"[0.5,0.75,0.75,0.75]",0.9183710945907484,0.7075799646433198
H0-I1.5-N0.1-S0.5-T0-D0,0.0,1.5,0.1,0.5,0.0,0,0.0012755287231235898,0.0012755171563752989,0.001275517156375299,"[1.0,1.0,1.0,1.0]",1.0000000000000002,1.0000090682812324
H0-I1.5-N0.1-S0.5-T0-D1,0.0,1.5,0.1,0.5,0.0,1,0.001177438344797325,0.0011491073481851872,0.0011491073481851872,"[0.75,0.75,0.75,0.75]",1.0,1.024654786741101
H0-I1.5-N0.1-S0.5-T0-D3,0.0,1.5,0.1,0.5,0.0,3,0.0008705668819139043,0.0009988751663425244,0.0009988751663425242,"[0.5,0.5,0.5,0.5]",0.9999999999999998,0.8715472275695544
H0-I1.5-N0.1-S0.5-T0.6-D0,0.0,1.5,0.1,0.5,0.6,0,0.004015465576854844,0.004123980249284012,0.004123980249284012,"[1.0,1.0,1.0,1.0]",1.0,0.9736869078245445
H0-I1.5-N0.1-S0.5-T0.6-D1,0.0,1.5,0.1,0.5,0.6,1,0.003795685451315139,0.003714559289912401,0.003714559289912401,"[0.75,0.75,0.75,0.75]",1.0,1.0218400502108154
H0-I1.5-N0.1-S0.5-T0.6-D3,0.0,1.5,0.1,0.5,0.6,3,0.0027713703034897715,0.0030282159101844572,0.0030282159101844577,"[0.5,0.5,0.5,0.5]",1.0000000000000002,0.9151825317901322
H0-I1.5-N0.1-S0.5-T0.9-D0,0.0,1.5,0.1,0.5,0.9,0,0.008498090238307148,0.009172759361241562,0.00917275936124156,"[1.0,1.0,1.0,1.0]",0.9999999999999998,0.9264486185274685
H0-I1.5-N0.1-S0.5-T0.9-D1,0.0,1.5,0.1,0.5,0.9,1,0.008398854346820465,0.008261713230003279,0.008261713230003277,"[0.75,0.75,0.75,0.75]",0.9999999999999998,1.016599597807286
H0-I1.5-N0.1-S0.5-T0.9-D3,0.0,1.5,0.1,0.5,0.9,3,0.006077154943109498,0.006625135661070591,0.0065556587733348725,"[0.5,0.5,0.75,0.5]",0.9895131373469126,0.9270090395534789
H0-I1.5-N0.1-S0.9-T0-D0,0.0,1.5,0.1,0.9,0.0,0,0.0018877736160407197,0.0018877620524416286,0.0018877620524416286,"[1.0,1.0,1.0,1.0]",1.0,1.000006125559668
H0-I1.5-N0.1-S0.9-T0-D1,0.0,1.5,0.1,0.9,0.0,1,0.0016438507315921823,0.0015885267833425103,0.0015885267833425103,"[0.5,0.5,0.5,0.5]",1.0,1.034827205200319
H0-I1.5-N0.1-S0.9-T0-D3,0.0,1.5,0.1,0.9,0.0,3,0.0011344640017179174,0.0011972390017107044,0.0011972390017107048,"[0.5,0.5,0.5,0.5]",1.0000000000000004,0.9475668601648545
H0-I1.5-N0.1-S0.9-T0.6-D0,0.0,1.5,0.1,0.9,0.6,0,0.005942880159562975,0.006103487429946525,0.006103487429946524,"[1.0,1.0,1.0,1.0]",0.9999999999999999,0.9736859832633494
H0-I1.5-N0.1-S0.9-T0.6-D1,0.0,1.5,0.1,0.9,0.6,1,0.0052706035603638235,0.005135786377436142,0.005135786377436141,"[0.5,0.5,0.5,0.5]",0.9999999999999998,1.0262505433481415
H0-I1.5-N0.1-S0.9-T0.6-D3,0.0,1.5,0.1,0.9,0.6,3,0.003608641785485555,0.0036695648851092387,0.003669564885109239,"[0.5,0.5,0.5,0.5]",1.0000000000000002,0.9833977320115243
H0-I1.5-N0.1-S0.9-T0.9-D0,0.0,1.5,0.1,0.9,0.9,0,0.012577164658512387,0.0135756805156437,0.013575680515643698,"[1.0,1.0,1.0,1.0]",0.9999999999999999,0.9264481912357404
H0-I1.5-N0.1-S0.9-T0.9-D1,0.0,1.5,0.1,0.9,0.9,1,0.011546907497287255,0.0114231524268459,0.011423152426845896,"[0.5,0.5,0.5,0.5]",0.9999999999999997,1.0108337056021872
H0-I1.5-N0.1-S0.9-T0.9-D3,0.0,1.5,0.1,0.9,0.9,3,0.007816219759530854,0.00805165686626539,0.00805165686626539,"[0.5,0.5,0.5,0.5]",1.0,0.9707591728454098
H0-I1.5-N0.5-S0-T0-D0,0.0,1.5,0.5,0.0,0.0,0,0.002551038916700943,0.002551027356513485,0.0025510273565134854,"[1.0,1.0,1.0,1.0]",1.0000000000000002,1.0000045315811403
H0-I1.5-N0.5-S0-T0-D1,0.0,1.5,0.5,0.0,0.0,1,0.002551425312449249,0.002551952231827945,0.002551952231827945,"[1.0,1.0,1.0,1.0]",1.0,0.999793523024403
H0-I1.5-N0.5-S0-T0-D3,0.0,1.5,0.5,0.0,0.0,3,0.002119468553557966,0.003393966361380954,0.0030654942950959193,"[0.5,0.75,0.75,0.5]",0.9032188208985712,0.6913953671186487
H0-I1.5-N0.5-S0-T0.6-D0,0.0,1.5,0.5,0.0,0.6,0,0.00803091262416345,0.00824795354233091,0.00824795354233091,"[1.0,1.0,1.0,1.0]",1.0,0.9736854824589466
H0-I1.5-N0.5-S0-T0.6-D1,0.0,1.5,0.5,0.0,0.6,1,0.008248315774835733,0.008248876073233345,0.008248876073233345,"[1.0,1.0,1.0,1.0]",1.0,0.9999320757891574
H0-I1.5-N0.5-S0-T0.6-D3,0.0,1.5,0.5,0.0,0.6,3,0.006741498916614434,0.008247435128718752,0.008247435128718748,"[0.75,0.75,0.75,0.75]",0.9999999999999996,0.8174055098826508
H0-I1.5-N0.5-S0-T0.9-D0,0.0,1.5,0.5,0.0,0.9,0,0.016996161947068062,0.018345511766246013,0.018345511766246013,"[1.0,1.0,1.0,1.0]",1.0,0.9264479597859665
H0-I1.5-N0.5-S0-T0.9-D1,0.0,1.5,0.5,0.0,0.9,1,0.018345883976834145,0.018346430141778315,0.018346430141778315,"[1.0,1.0,1.0,1.0]",1.0,0.9999702304513767
H0-I1.5-N0.5-S0-T0.9-D3,0.0,1.5,0.5,0.0,0.9,3,0.014711917754387804,0.016347546733043596,0.016347546733043596,"[0.75,0.75,0.75,0.75]",1.0,0.8999465176417165
H0-I1.5-N0.5-S0.5-T0-D0,0.0,1.5,0.5,0.5,0.0,0,0.006377569497433004,0.006377557956928044,0.0063775579569280445,"[1.0,1.0,1.0,1.0]",1.0000000000000002,1.0000018095492096
H0-I1.5-N0.5-S0.5-T0-D1,0.0,1.5,0.5,0.5,0.0,1,0.005886656691727707,0.005744231122523303,0.005744231122523303,"[0.75,0.75,0.75,0.75]",1.0,1.0247945401510654
H0-I1.5-N0.5-S0.5-T0-D3,0.0,1.5,0.5,0.5,0.0,3,0.004294419899270908,0.004633740332432081,0.0046161765821246875,"[0.5,0.5,0.5,0.75]",0.9962095954785246,0.930298012407124
H0-I1.5-N0.5-S0.5-T0.6-D0,0.0,1.5,0.5,0.5,0.6,0,0.02007725376608927,0.020619873421471608,0.020619873421471608,"[1.0,1.0,1.0,1.0]",1.0,0.9736846272384339
H0-I1.5-N0.5-S0.5-T0.6-D1,0.0,1.5,0.5,0.5,0.6,1,0.01897781774479089,0.018571490831159373,0.018571490831159373,"[0.75,0.75,0.75,0.75]",1.0,1.0218790681548182
H0-I1.5-N0.5-S0.5-T0.6-D3,0.0,1.5,0.5,0.5,0.6,3,0.013763962633946315,0.01478044405164175,0.014367697051802335,"[0.5,0.5,0.75,0.75]",0.972074790283884,0.9579797363711614
H0-I1.5-N0.5-S0.5-T0.9-D0,0.0,1.5,0.5,0.5,0.9,0,0.042490377073350794,0.045863768981259365,0.04586376898125936,"[1.0,1.0,1.0,1.0]",0.9999999999999999,0.9264475645408256
H0-I1.5-N0.5-S0.5-T0.9-D1,0.0,1.5,0.5,0.5,0.9,1,0.041993565253558,0.04130726053161375,0.04130726053161376,"[0.75,0.75,0.75,0.75]",1.0000000000000002,1.0166146268987988
H0-I1.5-N0.5-S0.5-T0.9-D3,0.0,1.5,0.5,0.5,0.9,3,0.030292276310987465,0.03178947685765891,0.03130266667287626,"[0.5,0.75,0.75,0.75]",0.9846864361133592,0.9677219077707427
H0-I1.5-N0.5-S0.9-T0-D0,0.0,1.5,0.5,0.9,0.0,0,0.009438793962018651,0.009438782437259692,0.009438782437259692,"[1.0,1.0,1.0,1.0]",1.0,1.0000012210005937
H0-I1.5-N0.5-S0.9-T0-D1,0.0,1.5,0.5,0.9,0.0,1,0.008218948136429276,0.007942220894483971,0.00794222089448397,"[0.5,0.5,0.5,0.5]",0.9999999999999998,1.0348425516768867
