policy,scenario,budget,mean_mse,standard_error
fixed_q1_oracle_eta,global_08,13600.0,0.01830032544408036,0.0020179817043602727
fixed_q1_oracle_eta,global_08,13800.0,0.01910727216198027,0.0017878897557055478
fixed_q1_oracle_eta,global_08,14000.0,0.017579055371390886,0.0022214086010788102
fixed_q1_oracle_eta,global_08,14200.0,0.01854178947260063,0.002433979906675822
fixed_q1_oracle_eta,global_08,14400.0,0.021263055453989464,0.0024290804042260902
fixed_q1_oracle_eta,global_08,14600.0,0.021322462909029394,0.002340077977869389
fixed_q1_oracle_eta,global_08,14800.0,0.020842085080138767,0.0023255581684015494
fixed_q1_oracle_eta,global_08,15000.0,0.01874730122949678,0.0020541564429134066
fixed_q1_oracle_eta,global_08,15200.0,0.018113915353711228,0.0019828553481906724
fixed_q1_oracle_eta,global_08,15400.0,0.01980468680116786,0.0018870475943657187
fixed_q1_oracle_eta,global_08,15600.0,0.02069952871866619,0.0018700971908305133
fixed_q1_oracle_eta,global_08,15800.0,0.023067149464388814,0.001962546156662322
fixed_q1_oracle_eta,global_08,16000.0,0.022422251187551145,0.002060874933936651
fixed_q1_oracle_eta,clustered_08,0.0,0.0899999999999999,8.620181743291816e-18
fixed_q1_oracle_eta,clustered_08,200.0,0.06105109954418791,0.002392083695331146
fixed_q1_oracle_eta,clustered_08,400.0,0.04262451745181242,0.002635742900877153
fixed_q1_oracle_eta,clustered_08,600.0,0.030735837412486675,0.0023979556305886453
fixed_q1_oracle_eta,clustered_08,800.0,0.023092325408687858,0.0019380483308307935
fixed_q1_oracle_eta,clustered_08,1000.0,0.018655308370824086,0.0017209340226451418
fixed_q1_oracle_eta,clustered_08,1200.0,0.013182090886247368,0.0011382951946804821
fixed_q1_oracle_eta,clustered_08,1400.0,0.01286557716912115,0.0012531044738983517
fixed_q1_oracle_eta,clustered_08,1600.0,0.01073103086081004,0.0012590098746058183
fixed_q1_oracle_eta,clustered_08,1800.0,0.008160590413718992,0.0008889250620313837
fixed_q1_oracle_eta,clustered_08,2000.0,0.008974287637726147,0.0009552559163834183
fixed_q1_oracle_eta,clustered_08,2200.0,0.007702924019577492,0.0008001312536705648
fixed_q1_oracle_eta,clustered_08,2400.0,0.007055460477349405,0.0008660575428335609
fixed_q1_oracle_eta,clustered_08,2600.0,0.005573817268009748,0.0005805240769394458
fixed_q1_oracle_eta,clustered_08,2800.0,0.005227712968004348,0.0004904975909131045
fixed_q1_oracle_eta,clustered_08,3000.0,0.00514235289920291,0.0005131176444715367
fixed_q1_oracle_eta,clustered_08,3200.0,0.005072674428571919,0.000498484580285758
fixed_q1_oracle_eta,clustered_08,3400.0,0.004317259174726949,0.000448093187419424
fixed_q1_oracle_eta,clustered_08,3600.0,0.0034641793694588563,0.00040039301751261546
fixed_q1_oracle_eta,clustered_08,3800.0,0.004067253266632649,0.00042517667792026125
fixed_q1_oracle_eta,clustered_08,4000.0,0.0043606792329153096,0.00041741319046545493
fixed_q1_oracle_eta,clustered_08,4200.0,0.004491962480464332,0.00048588217774997097
fixed_q1_oracle_eta,clustered_08,4400.0,0.004635998466812354,0.0005462324373675894
fixed_q1_oracle_eta,clustered_08,4600.0,0.004428249801649654,0.0005491369848934301
fixed_q1_oracle_eta,clustered_08,4800.0,0.004651308013772244,0.0005850654554664253
fixed_q1_oracle_eta,clustered_08,5000.0,0.004214233943515443,0.0004406685739081179
fixed_q1_oracle_eta,clustered_08,5200.0,0.003774279188159121,0.0004250641331691113
fixed_q1_oracle_eta,clustered_08,5400.0,0.0041818549663899494,0.0004740925422590576
fixed_q1_oracle_eta,clustered_08,5600.0,0.003978856566645135,0.000366924323706143
fixed_q1_oracle_eta,clustered_08,5800.0,0.004086787992625572,0.0003986731402289786
fixed_q1_oracle_eta,clustered_08,6000.0,0.0038247624726427325,0.00044106341825964415
fixed_q1_oracle_eta,clustered_08,6200.0,0.0039768908781511614,0.0004420966276482059
fixed_q1_oracle_eta,clustered_08,6400.0,0.0035684207289759426,0.00041923663344388217
fixed_q1_oracle_eta,clustered_08,6600.0,0.0033628316028944108,0.0004141383250556869
fixed_q1_oracle_eta,clustered_08,6800.0,0.003856241908189728,0.0005424012100042681
fixed_q1_oracle_eta,clustered_08,7000.0,0.0036997869028997303,0.00047536083524026793
fixed_q1_oracle_eta,clustered_08,7200.0,0.0032180184296559597,0.0003971993426415827
fixed_q1_oracle_eta,clustered_08,7400.0,0.003617761809199361,0.0004983376468228258
fixed_q1_oracle_eta,clustered_08,7600.0,0.0038064621791801014,0.0005108258241925411
fixed_q1_oracle_eta,clustered_08,7800.0,0.004145982892082686,0.0006578826880673564
fixed_q1_oracle_eta,clustered_08,8000.0,0.004610922545455893,0.0006890046404156643
fixed_q1_oracle_eta,clustered_08,8200.0,0.005048377111283231,0.0008776848307216338
fixed_q1_oracle_eta,clustered_08,8400.0,0.005179217041318715,0.0009210499748201369
fixed_q1_oracle_eta,clustered_08,8600.0,0.004247582311852092,0.0007557118227446868
fixed_q1_oracle_eta,clustered_08,8800.0,0.004976451668490768,0.0010813862200237953
fixed_q1_oracle_eta,clustered_08,9000.0,0.005844795247514273,0.0009788598041435609
fixed_q1_oracle_eta,clustered_08,9200.0,0.004789475647910203,0.0007877750542441481
fixed_q1_oracle_eta,clustered_08,9400.0,0.004796907832870021,0.000711321256946632
fixed_q1_oracle_eta,clustered_08,9600.0,0.004536627998482749,0.0005263677064644708
fixed_q1_oracle_eta,clustered_08,9800.0,0.004899788550524652,0.0005828417267085542
fixed_q1_oracle_eta,clustered_08,10000.0,0.004079251516545199,0.0004675796160380658
fixed_q1_oracle_eta,clustered_08,10200.0,0.004324231617829609,0.0005547611471698719
fixed_q1_oracle_eta,clustered_08,10400.0,0.003981220706523744,0.0004682242751055349
fixed_q1_oracle_eta,clustered_08,10600.0,0.0036568247423324927,0.0004295020720660459
fixed_q1_oracle_eta,clustered_08,10800.0,0.004141326189577798,0.0004591019083020229
fixed_q1_oracle_eta,clustered_08,11000.0,0.004164537806279707,0.00048317854175524544
fixed_q1_oracle_eta,clustered_08,11200.0,0.004075066474975054,0.0004465995461927728
fixed_q1_oracle_eta,clustered_08,11400.0,0.004299191897666665,0.0005020461302877158
fixed_q1_oracle_eta,clustered_08,11600.0,0.004474491051579467,0.0005532956563968464
fixed_q1_oracle_eta,clustered_08,11800.0,0.004244336711751216,0.0004972188409774578
